QuestionID,QuestionKey,Language,Category,CategoryCode,AffectsScore,CategoryScore,CategoryWeight,QuestionScore,QuestionCategoryWeight,CategoryLanguage,QuestionLanguage,NationalYNValue,NationalYN,Comments,DataPeriod,DataPeriodId,FileName,Country,District,PoEName,AdminLevel,AdminLevelName,FileLanguage,Table,RowNo,Question
1,coord_ph_focal_points,English,Communication and coordination,COORD,1,10,0.111111,1.6667,0.1667,Communication and coordination,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?",1,yes,,2025-Q3,1,ODK Server,Kenya,NAIROBI,JOMO -KENYATTA INTERNATIONAL AIRPORT (JKIA),National,Kenya,English,data,6,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?"
1,coord_ph_focal_points,English,Communication and coordination,COORD,1,10,0.111111,1.6667,0.1667,Communication and coordination,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?",1,yes,,2025-Q3,1,ODK Server,Kenya,TAITA TAVETA,TAVETA,National,Kenya,English,data,6,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?"
1,coord_ph_focal_points,English,Communication and coordination,COORD,1,10,0.111111,1.6667,0.1667,Communication and coordination,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?",1,yes,,2025-Q3,1,ODK Server,Kenya,TRANS NZOIA,SUAM,National,Kenya,English,data,6,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?"
1,coord_ph_focal_points,English,Communication and coordination,COORD,1,10,0.111111,1.6667,0.1667,Communication and coordination,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?",1,yes,,2025-Q3,1,ODK Server,Kenya,TURKANA,Lokichoggio Airport and Nadapal Temporary border,National,Kenya,English,data,6,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?"
1,coord_ph_focal_points,English,Communication and coordination,COORD,1,10,0.111111,1.6667,0.1667,Communication and coordination,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?",1,yes,,2025-Q3,1,ODK Server,Kenya,WAJIR,Wajir airport,National,Kenya,English,data,6,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?"
2,coord_ph_focal_points_note,English,Communication and coordination,COORD,0,10,0.111111,1.6667,0.1667,Communication and coordination,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?",,,,2025-Q3,1,ODK Server,Kenya,,LWAKHAKHA POE,National,Kenya,English,data,7,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?"
2,coord_ph_focal_points_note,English,Communication and coordination,COORD,0,10,0.111111,1.6667,0.1667,Communication and coordination,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?",,,,2025-Q3,1,ODK Server,Kenya,KAJIADO,ILLASIT POINT OF ENTRY AND EXIT,National,Kenya,English,data,7,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?"
2,coord_ph_focal_points_note,English,Communication and coordination,COORD,0,10,0.111111,1.6667,0.1667,Communication and coordination,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?",,We are involved in coordination of public health matters,,2025-Q3,1,ODK Server,Kenya,KILIFI,MALINDI INTERNATIONAL AIRPORT,National,Kenya,English,data,7,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?"
2,coord_ph_focal_points_note,English,Communication and coordination,COORD,0,10,0.111111,1.6667,0.1667,Communication and coordination,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?",,Yes _ within the local POE,,2025-Q3,1,ODK Server,Kenya,KISUMU,Kisumu International Airport,National,Kenya,English,data,7,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?"
2,coord_ph_focal_points_note,English,Communication and coordination,COORD,0,10,0.111111,1.6667,0.1667,Communication and coordination,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?",,The port public health officer in charge is the focal points for communication and coordination for all public health matters at the POE,,2025-Q3,1,ODK Server,Kenya,KWALE,Lunga Lunga OSBP,National,Kenya,English,data,7,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?"
2,coord_ph_focal_points_note,English,Communication and coordination,COORD,0,10,0.111111,1.6667,0.1667,Communication and coordination,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?",,,,2025-Q3,1,ODK Server,Kenya,KWALE,SHIMONI,National,Kenya,English,data,7,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?"
2,coord_ph_focal_points_note,English,Communication and coordination,COORD,0,10,0.111111,1.6667,0.1667,Communication and coordination,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?",,,,2025-Q3,1,ODK Server,Kenya,MARSABIT,Moyale OSBP,National,Kenya,English,data,7,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?"
2,coord_ph_focal_points_note,English,Communication and coordination,COORD,0,10,0.111111,1.6667,0.1667,Communication and coordination,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?",,Yes Public Health Officers are focal persons and coordinate disease surveillance activities as well as other public health interventions.,,2025-Q3,1,ODK Server,Kenya,MIGORI,ISEBANIA ONE STOP BORDER POST,National,Kenya,English,data,7,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?"
2,coord_ph_focal_points_note,English,Communication and coordination,COORD,0,10,0.111111,1.6667,0.1667,Communication and coordination,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?",,,,2025-Q3,1,ODK Server,Kenya,MOMBASA,Kilindini Sea Port,National,Kenya,English,data,7,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?"
2,coord_ph_focal_points_note,English,Communication and coordination,COORD,0,10,0.111111,1.6667,0.1667,Communication and coordination,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?",,"- Delayed Notification from neighbouring countries
- Unclear Reporting Lines.
-",,2025-Q3,1,ODK Server,Kenya,MOMBASA,MOI INTERNATIONAL AIRPORT,National,Kenya,English,data,7,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?"
2,coord_ph_focal_points_note,English,Communication and coordination,COORD,0,10,0.111111,1.6667,0.1667,Communication and coordination,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?",,"PUBLIC HEALTH OFFICERS CARRY OUT PRIMARYSCREENING OF TRAVELLERS AND CONVEYANCES, REFER SUSPECTED PASSENGERS FOR PRIMRY SCREENING ANDDOCUMENT ANY INCIDENT REPORTS AND SHARE THE INFORMATION.",,2025-Q3,1,ODK Server,Kenya,NAIROBI,JOMO -KENYATTA INTERNATIONAL AIRPORT (JKIA),National,Kenya,English,data,7,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?"
2,coord_ph_focal_points_note,English,Communication and coordination,COORD,0,10,0.111111,1.6667,0.1667,Communication and coordination,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?",,PORT HEALTH IS THE LEAD AGENCY IN PHEICS RESPONSE AND IS A MEMBER OF BORDER MANAGEMENT COMMITTEE,,2025-Q3,1,ODK Server,Kenya,TAITA TAVETA,TAVETA,National,Kenya,English,data,7,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?"
2,coord_ph_focal_points_note,English,Communication and coordination,COORD,0,10,0.111111,1.6667,0.1667,Communication and coordination,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?",,,,2025-Q3,1,ODK Server,Kenya,TRANS NZOIA,SUAM,National,Kenya,English,data,7,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?"
2,coord_ph_focal_points_note,English,Communication and coordination,COORD,0,10,0.111111,1.6667,0.1667,Communication and coordination,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?",,They are the lead focal persons at the POEs as far as health matters are concerned.,,2025-Q3,1,ODK Server,Kenya,TURKANA,Lokichoggio Airport and Nadapal Temporary border,National,Kenya,English,data,7,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?"
2,coord_ph_focal_points_note,English,Communication and coordination,COORD,0,10,0.111111,1.6667,0.1667,Communication and coordination,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?",,,,2025-Q3,1,ODK Server,Kenya,WAJIR,Wajir airport,National,Kenya,English,data,7,"Are public health officers identified as focal points for communication and coordination on public health matters across all stakeholders within the PoE, as well as with public health authorities at local/regional/national levels?"
3,coord_surveillance_mechanism,English,Communication and coordination,COORD,1,10,0.111111,1.6667,0.1667,Communication and coordination,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?,1,yes,,2025-Q3,1,ODK Server,Kenya,,LWAKHAKHA POE,National,Kenya,English,data,8,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?
3,coord_surveillance_mechanism,English,Communication and coordination,COORD,1,10,0.111111,1.6667,0.1667,Communication and coordination,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?,0.5,,,2025-Q3,1,ODK Server,Kenya,KAJIADO,ILLASIT POINT OF ENTRY AND EXIT,National,Kenya,English,data,8,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?
3,coord_surveillance_mechanism,English,Communication and coordination,COORD,1,10,0.111111,1.6667,0.1667,Communication and coordination,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?,1,yes,,2025-Q3,1,ODK Server,Kenya,KILIFI,MALINDI INTERNATIONAL AIRPORT,National,Kenya,English,data,8,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?
3,coord_surveillance_mechanism,English,Communication and coordination,COORD,1,10,0.111111,1.6667,0.1667,Communication and coordination,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?,0,,,2025-Q3,1,ODK Server,Kenya,KISUMU,Kisumu International Airport,National,Kenya,English,data,8,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?
3,coord_surveillance_mechanism,English,Communication and coordination,COORD,1,10,0.111111,1.6667,0.1667,Communication and coordination,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?,1,yes,,2025-Q3,1,ODK Server,Kenya,KWALE,Lunga Lunga OSBP,National,Kenya,English,data,8,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?
3,coord_surveillance_mechanism,English,Communication and coordination,COORD,1,10,0.111111,1.6667,0.1667,Communication and coordination,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?,1,yes,,2025-Q3,1,ODK Server,Kenya,KWALE,SHIMONI,National,Kenya,English,data,8,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?
3,coord_surveillance_mechanism,English,Communication and coordination,COORD,1,10,0.111111,1.6667,0.1667,Communication and coordination,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?,1,yes,,2025-Q3,1,ODK Server,Kenya,MARSABIT,Moyale OSBP,National,Kenya,English,data,8,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?
3,coord_surveillance_mechanism,English,Communication and coordination,COORD,1,10,0.111111,1.6667,0.1667,Communication and coordination,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?,1,yes,,2025-Q3,1,ODK Server,Kenya,MIGORI,ISEBANIA ONE STOP BORDER POST,National,Kenya,English,data,8,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?
3,coord_surveillance_mechanism,English,Communication and coordination,COORD,1,10,0.111111,1.6667,0.1667,Communication and coordination,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?,0.5,,,2025-Q3,1,ODK Server,Kenya,MOMBASA,Kilindini Sea Port,National,Kenya,English,data,8,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?
3,coord_surveillance_mechanism,English,Communication and coordination,COORD,1,10,0.111111,1.6667,0.1667,Communication and coordination,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?,0.5,,,2025-Q3,1,ODK Server,Kenya,MOMBASA,MOI INTERNATIONAL AIRPORT,National,Kenya,English,data,8,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?
3,coord_surveillance_mechanism,English,Communication and coordination,COORD,1,10,0.111111,1.6667,0.1667,Communication and coordination,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?,1,yes,,2025-Q3,1,ODK Server,Kenya,NAIROBI,JOMO -KENYATTA INTERNATIONAL AIRPORT (JKIA),National,Kenya,English,data,8,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?
3,coord_surveillance_mechanism,English,Communication and coordination,COORD,1,10,0.111111,1.6667,0.1667,Communication and coordination,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?,1,yes,,2025-Q3,1,ODK Server,Kenya,TAITA TAVETA,TAVETA,National,Kenya,English,data,8,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?
3,coord_surveillance_mechanism,English,Communication and coordination,COORD,1,10,0.111111,1.6667,0.1667,Communication and coordination,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?,0.5,,,2025-Q3,1,ODK Server,Kenya,TRANS NZOIA,SUAM,National,Kenya,English,data,8,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?
3,coord_surveillance_mechanism,English,Communication and coordination,COORD,1,10,0.111111,1.6667,0.1667,Communication and coordination,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?,1,yes,,2025-Q3,1,ODK Server,Kenya,TURKANA,Lokichoggio Airport and Nadapal Temporary border,National,Kenya,English,data,8,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?
3,coord_surveillance_mechanism,English,Communication and coordination,COORD,1,10,0.111111,1.6667,0.1667,Communication and coordination,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?,1,yes,,2025-Q3,1,ODK Server,Kenya,WAJIR,Wajir airport,National,Kenya,English,data,8,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?
4,coord_surveillance_mechanism_note,English,Communication and coordination,COORD,0,10,0.111111,1.6667,0.1667,Communication and coordination,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?,,,,2025-Q3,1,ODK Server,Kenya,,LWAKHAKHA POE,National,Kenya,English,data,9,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?
4,coord_surveillance_mechanism_note,English,Communication and coordination,COORD,0,10,0.111111,1.6667,0.1667,Communication and coordination,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?,,,,2025-Q3,1,ODK Server,Kenya,KAJIADO,ILLASIT POINT OF ENTRY AND EXIT,National,Kenya,English,data,9,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?
4,coord_surveillance_mechanism_note,English,Communication and coordination,COORD,0,10,0.111111,1.6667,0.1667,Communication and coordination,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?,,We have the daily reporting tool,,2025-Q3,1,ODK Server,Kenya,KILIFI,MALINDI INTERNATIONAL AIRPORT,National,Kenya,English,data,9,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?
4,coord_surveillance_mechanism_note,English,Communication and coordination,COORD,0,10,0.111111,1.6667,0.1667,Communication and coordination,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?,,Yes.  Eg the  weekly IDSR reports.,,2025-Q3,1,ODK Server,Kenya,KISUMU,Kisumu International Airport,National,Kenya,English,data,9,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?
4,coord_surveillance_mechanism_note,English,Communication and coordination,COORD,0,10,0.111111,1.6667,0.1667,Communication and coordination,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?,,,,2025-Q3,1,ODK Server,Kenya,KWALE,Lunga Lunga OSBP,National,Kenya,English,data,9,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?
4,coord_surveillance_mechanism_note,English,Communication and coordination,COORD,0,10,0.111111,1.6667,0.1667,Communication and coordination,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?,,Nil,,2025-Q3,1,ODK Server,Kenya,KWALE,SHIMONI,National,Kenya,English,data,9,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?
4,coord_surveillance_mechanism_note,English,Communication and coordination,COORD,0,10,0.111111,1.6667,0.1667,Communication and coordination,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?,,"Yes, through WhatsApp group and Quarterly coordination meetings",,2025-Q3,1,ODK Server,Kenya,MARSABIT,Moyale OSBP,National,Kenya,English,data,9,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?
4,coord_surveillance_mechanism_note,English,Communication and coordination,COORD,0,10,0.111111,1.6667,0.1667,Communication and coordination,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?,,There is an existing channel of sharing surveillance information from the POE to county and the national.,,2025-Q3,1,ODK Server,Kenya,MIGORI,ISEBANIA ONE STOP BORDER POST,National,Kenya,English,data,9,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?
4,coord_surveillance_mechanism_note,English,Communication and coordination,COORD,0,10,0.111111,1.6667,0.1667,Communication and coordination,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?,,,,2025-Q3,1,ODK Server,Kenya,MOMBASA,Kilindini Sea Port,National,Kenya,English,data,9,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?
4,coord_surveillance_mechanism_note,English,Communication and coordination,COORD,0,10,0.111111,1.6667,0.1667,Communication and coordination,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?,,"-weak coordination and delayed reporting among stakeholders during emergencies.
- Lack of interoperable digital systems for real-time data sharing between airport, county, and national health authorities remains a challenge.
- Feedback loops and incident closure protocols are inconsistently applied, leading to fragmented follow-up.",,2025-Q3,1,ODK Server,Kenya,MOMBASA,MOI INTERNATIONAL AIRPORT,National,Kenya,English,data,9,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?
4,coord_surveillance_mechanism_note,English,Communication and coordination,COORD,0,10,0.111111,1.6667,0.1667,Communication and coordination,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?,,"COMUNICATION IS THROUGH PHONE CALLS, WATTSUP GROUPS AND INCIDENTREPORTS INFORMATION IS DESSIMINATED THROUGH THE RIGHT CHANNELS DIRECTLY TO THE SUB-COUNTY DISEASE SURVEILLANCE OFFICER WHO CACADES TO ALL RESPECTIVE LEVELS.",,2025-Q3,1,ODK Server,Kenya,NAIROBI,JOMO -KENYATTA INTERNATIONAL AIRPORT (JKIA),National,Kenya,English,data,9,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?
4,coord_surveillance_mechanism_note,English,Communication and coordination,COORD,0,10,0.111111,1.6667,0.1667,Communication and coordination,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?,,"CHANNELS OF COMMUNICATION INVOLVES 
- WHATSAPP
- EMAIL
- PHONE",,2025-Q3,1,ODK Server,Kenya,TAITA TAVETA,TAVETA,National,Kenya,English,data,9,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?
4,coord_surveillance_mechanism_note,English,Communication and coordination,COORD,0,10,0.111111,1.6667,0.1667,Communication and coordination,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?,,,,2025-Q3,1,ODK Server,Kenya,TRANS NZOIA,SUAM,National,Kenya,English,data,9,Are there communication mechanisms established for sharing public health surveillance information between public health officers at the PoE and public health authorities at the local/regional/national levels?
