QuestionID,QuestionKey,Language,Category,CategoryCode,AffectsScore,CategoryScore,CategoryWeight,QuestionScore,QuestionCategoryWeight,CategoryLanguage,QuestionLanguage,NationalYNValue,NationalYN,Comments,DataPeriod,DataPeriodId,FileName,Country,District,AdminLevel,AdminLevelName,FileLanguage,Table,RowNo,Question
2,funct_nat_ref_lab,English,01 - Laboratory,01-LAB,1,10,0.100000,1.250000,0.125000,01 - Laboratory,Is there at least a functional Subnational Referral Laboratory in existence with molecular biology capacity for Mpox disease  diagnosis using PCR/RT-PCR in your Province/District/County/State?,1,yes,,2024,2,ODK Server,SOUTH AFRICA,MPUMALANGA,National,SOUTH AFRICA,English,data,2,Is there at least a functional Subnational Referral Laboratory in existence with molecular biology capacity for Mpox disease  diagnosis using PCR/RT-PCR in your Province/District/County/State?
2,funct_nat_ref_lab,English,01 - Laboratory,01-LAB,1,10,0.100000,1.250000,0.125000,01 - Laboratory,Is there at least a functional Subnational Referral Laboratory in existence with molecular biology capacity for Mpox disease  diagnosis using PCR/RT-PCR in your Province/District/County/State?,0,no,,2024,2,ODK Server,SOUTH AFRICA,North West Province,National,SOUTH AFRICA,English,data,2,Is there at least a functional Subnational Referral Laboratory in existence with molecular biology capacity for Mpox disease  diagnosis using PCR/RT-PCR in your Province/District/County/State?
2,funct_nat_ref_lab,English,01 - Laboratory,01-LAB,1,10,0.100000,1.250000,0.125000,01 - Laboratory,Is there at least a functional Subnational Referral Laboratory in existence with molecular biology capacity for Mpox disease  diagnosis using PCR/RT-PCR in your Province/District/County/State?,1,yes,,2024,2,ODK Server,Uganda,Kasese,National,Uganda,English,data,2,Is there at least a functional Subnational Referral Laboratory in existence with molecular biology capacity for Mpox disease  diagnosis using PCR/RT-PCR in your Province/District/County/State?
2,funct_nat_ref_lab,English,01 - Laboratory,01-LAB,1,10,0.100000,1.250000,0.125000,01 - Laboratory,Is there at least a functional Subnational Referral Laboratory in existence with molecular biology capacity for Mpox disease  diagnosis using PCR/RT-PCR in your Province/District/County/State?,0,no,,2024,2,ODK Server,Uganda,"BUSOGA (JINJA) REGION (Mayuge district -confirmed, probable,discarded and suspect cases) Jinja City with C003 contacts, Jinja district with suspects, Kamuli district with suspect and Namutumba district with a suspect. Total 19  alerts (6) Jinja District [1 discarded, 4 suspects, , ],  11 Mayuge[1 confirmed, 2 probable, 1 discarded,  5 suspects, 1 evading verification, 1 Kampala based missing  phone contact],  1 Kamuli (1 suspect, 1 Namutumba)., 15 contacts,",National,Uganda,English,data,2,Is there at least a functional Subnational Referral Laboratory in existence with molecular biology capacity for Mpox disease  diagnosis using PCR/RT-PCR in your Province/District/County/State?
3,funct_nat_ref_lab_note,English,01 - Laboratory,01-LAB,0,10,0.100000,0.000000,0.000000,01 - Laboratory,"If yes, what was the determined clade - provide comments?",Testing has not be conducted yet,,General:Testing has not be conducted yet,2025,1,ODK Server,ETHIOPIA,Amhara,National,ETHIOPIA,English,data,3,"If yes, what was the determined clade - provide comments?"
3,funct_nat_ref_lab_note,English,01 - Laboratory,01-LAB,0,10,0.100000,0.000000,0.000000,01 - Laboratory,"If yes, what was the determined clade - provide comments?",0,,General:,2025,1,ODK Server,ETHIOPIA,Dire Dawa,National,ETHIOPIA,English,data,3,"If yes, what was the determined clade - provide comments?"
3,funct_nat_ref_lab_note,English,01 - Laboratory,01-LAB,0,10,0.100000,0.000000,0.000000,01 - Laboratory,"If yes, what was the determined clade - provide comments?",0,,General:,2025,1,ODK Server,ETHIOPIA,Harari,National,ETHIOPIA,English,data,3,"If yes, what was the determined clade - provide comments?"
3,funct_nat_ref_lab_note,English,01 - Laboratory,01-LAB,0,10,0.100000,0.000000,0.000000,01 - Laboratory,"If yes, what was the determined clade - provide comments?",0,,General:,2025,1,ODK Server,ETHIOPIA,Gambella,National,ETHIOPIA,English,data,3,"If yes, what was the determined clade - provide comments?"
3,funct_nat_ref_lab_note,English,01 - Laboratory,01-LAB,0,10,0.100000,0.000000,0.000000,01 - Laboratory,"If yes, what was the determined clade - provide comments?",0,,General:,2025,1,ODK Server,ETHIOPIA,SNNPR,National,ETHIOPIA,English,data,3,"If yes, what was the determined clade - provide comments?"
3,funct_nat_ref_lab_note,English,01 - Laboratory,01-LAB,0,10,0.100000,0.000000,0.000000,01 - Laboratory,"If yes, what was the determined clade - provide comments?",0,,General:,2025,1,ODK Server,ETHIOPIA,Somali,National,ETHIOPIA,English,data,3,"If yes, what was the determined clade - provide comments?"
3,funct_nat_ref_lab_note,English,01 - Laboratory,01-LAB,0,10,0.100000,0.000000,0.000000,01 - Laboratory,"If yes, what was the determined clade - provide comments?",0,,General:,2025,1,ODK Server,ETHIOPIA,Oromiya,National,ETHIOPIA,English,data,3,"If yes, what was the determined clade - provide comments?"
3,funct_nat_ref_lab_note,English,01 - Laboratory,01-LAB,0,10,0.100000,0.000000,0.000000,01 - Laboratory,"If yes, what was the determined clade - provide comments?","Atona Orthopox , Flexard disponible detecte, es Clades IIa,",,"General:Atona Orthopox , Flexard disponible detecte, es Clades IIa,",2025,1,ODK Server,GUINEA,Nzerekore,National,GUINEA,English,data,3,"If yes, what was the determined clade - provide comments?"
3,funct_nat_ref_lab_note,English,01 - Laboratory,01-LAB,0,10,0.100000,0.000000,0.000000,01 - Laboratory,"If yes, what was the determined clade - provide comments?",CLADE II -,,General:CLADE II -,2024,2,ODK Server,NIGERIA,Federal Capital Territory,National,NIGERIA,English,data,3,"If yes, what was the determined clade - provide comments?"
3,funct_nat_ref_lab_note,English,01 - Laboratory,01-LAB,0,10,0.100000,0.000000,0.000000,01 - Laboratory,"If yes, what was the determined clade - provide comments?",0,,General:,2024,2,ODK Server,SOUTH AFRICA,North west,National,SOUTH AFRICA,English,data,3,"If yes, what was the determined clade - provide comments?"
3,funct_nat_ref_lab_note,English,01 - Laboratory,01-LAB,0,10,0.100000,0.000000,0.000000,01 - Laboratory,"If yes, what was the determined clade - provide comments?",CLADEII,,General:CLADEII,2024,2,ODK Server,SOUTH AFRICA,MPUMALANGA,National,SOUTH AFRICA,English,data,3,"If yes, what was the determined clade - provide comments?"
3,funct_nat_ref_lab_note,English,01 - Laboratory,01-LAB,0,10,0.100000,0.000000,0.000000,01 - Laboratory,"If yes, what was the determined clade - provide comments?",0,,General:,2024,2,ODK Server,SOUTH AFRICA,North West Province,National,SOUTH AFRICA,English,data,3,"If yes, what was the determined clade - provide comments?"
3,funct_nat_ref_lab_note,English,01 - Laboratory,01-LAB,0,10,0.100000,0.000000,0.000000,01 - Laboratory,"If yes, what was the determined clade - provide comments?",Clade 2b,,General:Clade 2b,2024,2,ODK Server,Uganda,Kasese,National,Uganda,English,data,3,"If yes, what was the determined clade - provide comments?"
3,funct_nat_ref_lab_note,English,01 - Laboratory,01-LAB,0,10,0.100000,0.000000,0.000000,01 - Laboratory,"If yes, what was the determined clade - provide comments?",0,,General:,2024,2,ODK Server,Uganda,"BUSOGA (JINJA) REGION (Mayuge district -confirmed, probable,discarded and suspect cases) Jinja City with C003 contacts, Jinja district with suspects, Kamuli district with suspect and Namutumba district with a suspect. Total 19  alerts (6) Jinja District [1 discarded, 4 suspects, , ],  11 Mayuge[1 confirmed, 2 probable, 1 discarded,  5 suspects, 1 evading verification, 1 Kampala based missing  phone contact],  1 Kamuli (1 suspect, 1 Namutumba)., 15 contacts,",National,Uganda,English,data,3,"If yes, what was the determined clade - provide comments?"
4,can_differentiate_clades,English,01 - Laboratory,01-LAB,1,10,0.100000,1.250000,0.125000,01 - Laboratory,Is the Laboratory (or accessible referral lab in the region) able to differentiate between Clade 1 and Clade 2 Mpox?,1,yes,,2025,1,ODK Server,ETHIOPIA,Amhara,National,ETHIOPIA,English,data,4,Is the Laboratory (or accessible referral lab in the region) able to differentiate between Clade 1 and Clade 2 Mpox?
4,can_differentiate_clades,English,01 - Laboratory,01-LAB,1,10,0.100000,1.250000,0.125000,01 - Laboratory,Is the Laboratory (or accessible referral lab in the region) able to differentiate between Clade 1 and Clade 2 Mpox?,0,no,,2025,1,ODK Server,ETHIOPIA,Dire Dawa,National,ETHIOPIA,English,data,4,Is the Laboratory (or accessible referral lab in the region) able to differentiate between Clade 1 and Clade 2 Mpox?
4,can_differentiate_clades,English,01 - Laboratory,01-LAB,1,10,0.100000,1.250000,0.125000,01 - Laboratory,Is the Laboratory (or accessible referral lab in the region) able to differentiate between Clade 1 and Clade 2 Mpox?,0,no,,2025,1,ODK Server,ETHIOPIA,Harari,National,ETHIOPIA,English,data,4,Is the Laboratory (or accessible referral lab in the region) able to differentiate between Clade 1 and Clade 2 Mpox?
4,can_differentiate_clades,English,01 - Laboratory,01-LAB,1,10,0.100000,1.250000,0.125000,01 - Laboratory,Is the Laboratory (or accessible referral lab in the region) able to differentiate between Clade 1 and Clade 2 Mpox?,0,no,,2025,1,ODK Server,ETHIOPIA,Gambella,National,ETHIOPIA,English,data,4,Is the Laboratory (or accessible referral lab in the region) able to differentiate between Clade 1 and Clade 2 Mpox?
4,can_differentiate_clades,English,01 - Laboratory,01-LAB,1,10,0.100000,1.250000,0.125000,01 - Laboratory,Is the Laboratory (or accessible referral lab in the region) able to differentiate between Clade 1 and Clade 2 Mpox?,0,no,,2025,1,ODK Server,ETHIOPIA,SNNPR,National,ETHIOPIA,English,data,4,Is the Laboratory (or accessible referral lab in the region) able to differentiate between Clade 1 and Clade 2 Mpox?
4,can_differentiate_clades,English,01 - Laboratory,01-LAB,1,10,0.100000,1.250000,0.125000,01 - Laboratory,Is the Laboratory (or accessible referral lab in the region) able to differentiate between Clade 1 and Clade 2 Mpox?,0,no,,2025,1,ODK Server,ETHIOPIA,Somali,National,ETHIOPIA,English,data,4,Is the Laboratory (or accessible referral lab in the region) able to differentiate between Clade 1 and Clade 2 Mpox?
4,can_differentiate_clades,English,01 - Laboratory,01-LAB,1,10,0.100000,1.250000,0.125000,01 - Laboratory,Is the Laboratory (or accessible referral lab in the region) able to differentiate between Clade 1 and Clade 2 Mpox?,0,no,,2025,1,ODK Server,ETHIOPIA,Oromiya,National,ETHIOPIA,English,data,4,Is the Laboratory (or accessible referral lab in the region) able to differentiate between Clade 1 and Clade 2 Mpox?
4,can_differentiate_clades,English,01 - Laboratory,01-LAB,1,10,0.100000,1.250000,0.125000,01 - Laboratory,Is the Laboratory (or accessible referral lab in the region) able to differentiate between Clade 1 and Clade 2 Mpox?,1,yes,,2025,1,ODK Server,GUINEA,Nzerekore,National,GUINEA,English,data,4,Is the Laboratory (or accessible referral lab in the region) able to differentiate between Clade 1 and Clade 2 Mpox?
4,can_differentiate_clades,English,01 - Laboratory,01-LAB,1,10,0.100000,1.250000,0.125000,01 - Laboratory,Is the Laboratory (or accessible referral lab in the region) able to differentiate between Clade 1 and Clade 2 Mpox?,1,yes,,2024,2,ODK Server,NIGERIA,Federal Capital Territory,National,NIGERIA,English,data,4,Is the Laboratory (or accessible referral lab in the region) able to differentiate between Clade 1 and Clade 2 Mpox?
4,can_differentiate_clades,English,01 - Laboratory,01-LAB,1,10,0.100000,1.250000,0.125000,01 - Laboratory,Is the Laboratory (or accessible referral lab in the region) able to differentiate between Clade 1 and Clade 2 Mpox?,1,yes,,2024,2,ODK Server,SOUTH AFRICA,North west,National,SOUTH AFRICA,English,data,4,Is the Laboratory (or accessible referral lab in the region) able to differentiate between Clade 1 and Clade 2 Mpox?
4,can_differentiate_clades,English,01 - Laboratory,01-LAB,1,10,0.100000,1.250000,0.125000,01 - Laboratory,Is the Laboratory (or accessible referral lab in the region) able to differentiate between Clade 1 and Clade 2 Mpox?,1,yes,,2024,2,ODK Server,SOUTH AFRICA,MPUMALANGA,National,SOUTH AFRICA,English,data,4,Is the Laboratory (or accessible referral lab in the region) able to differentiate between Clade 1 and Clade 2 Mpox?
4,can_differentiate_clades,English,01 - Laboratory,01-LAB,1,10,0.100000,1.250000,0.125000,01 - Laboratory,Is the Laboratory (or accessible referral lab in the region) able to differentiate between Clade 1 and Clade 2 Mpox?,1,yes,,2024,2,ODK Server,SOUTH AFRICA,North West Province,National,SOUTH AFRICA,English,data,4,Is the Laboratory (or accessible referral lab in the region) able to differentiate between Clade 1 and Clade 2 Mpox?
4,can_differentiate_clades,English,01 - Laboratory,01-LAB,1,10,0.100000,1.250000,0.125000,01 - Laboratory,Is the Laboratory (or accessible referral lab in the region) able to differentiate between Clade 1 and Clade 2 Mpox?,1,yes,,2024,2,ODK Server,Uganda,Kasese,National,Uganda,English,data,4,Is the Laboratory (or accessible referral lab in the region) able to differentiate between Clade 1 and Clade 2 Mpox?
4,can_differentiate_clades,English,01 - Laboratory,01-LAB,1,10,0.100000,1.250000,0.125000,01 - Laboratory,Is the Laboratory (or accessible referral lab in the region) able to differentiate between Clade 1 and Clade 2 Mpox?,0,no,,2024,2,ODK Server,Uganda,"BUSOGA (JINJA) REGION (Mayuge district -confirmed, probable,discarded and suspect cases) Jinja City with C003 contacts, Jinja district with suspects, Kamuli district with suspect and Namutumba district with a suspect. Total 19  alerts (6) Jinja District [1 discarded, 4 suspects, , ],  11 Mayuge[1 confirmed, 2 probable, 1 discarded,  5 suspects, 1 evading verification, 1 Kampala based missing  phone contact],  1 Kamuli (1 suspect, 1 Namutumba)., 15 contacts,",National,Uganda,English,data,4,Is the Laboratory (or accessible referral lab in the region) able to differentiate between Clade 1 and Clade 2 Mpox?
5,can_differentiate_clades_notes,English,01 - Laboratory,01-LAB,0,10,0.100000,0.000000,0.000000,01 - Laboratory,Please name the laboratories with this capacity,,The Amhara Public Health Institute Regional Laboratory,,2025,1,ODK Server,ETHIOPIA,Amhara,National,ETHIOPIA,English,data,5,Please name the laboratories with this capacity
5,can_differentiate_clades_notes,English,01 - Laboratory,01-LAB,0,10,0.100000,0.000000,0.000000,01 - Laboratory,Please name the laboratories with this capacity,,,,2025,1,ODK Server,ETHIOPIA,Dire Dawa,National,ETHIOPIA,English,data,5,Please name the laboratories with this capacity
5,can_differentiate_clades_notes,English,01 - Laboratory,01-LAB,0,10,0.100000,0.000000,0.000000,01 - Laboratory,Please name the laboratories with this capacity,,,,2025,1,ODK Server,ETHIOPIA,Harari,National,ETHIOPIA,English,data,5,Please name the laboratories with this capacity
5,can_differentiate_clades_notes,English,01 - Laboratory,01-LAB,0,10,0.100000,0.000000,0.000000,01 - Laboratory,Please name the laboratories with this capacity,,,,2025,1,ODK Server,ETHIOPIA,Gambella,National,ETHIOPIA,English,data,5,Please name the laboratories with this capacity
5,can_differentiate_clades_notes,English,01 - Laboratory,01-LAB,0,10,0.100000,0.000000,0.000000,01 - Laboratory,Please name the laboratories with this capacity,,,,2025,1,ODK Server,ETHIOPIA,SNNPR,National,ETHIOPIA,English,data,5,Please name the laboratories with this capacity
5,can_differentiate_clades_notes,English,01 - Laboratory,01-LAB,0,10,0.100000,0.000000,0.000000,01 - Laboratory,Please name the laboratories with this capacity,,,,2025,1,ODK Server,ETHIOPIA,Somali,National,ETHIOPIA,English,data,5,Please name the laboratories with this capacity
5,can_differentiate_clades_notes,English,01 - Laboratory,01-LAB,0,10,0.100000,0.000000,0.000000,01 - Laboratory,Please name the laboratories with this capacity,,,,2025,1,ODK Server,ETHIOPIA,Oromiya,National,ETHIOPIA,English,data,5,Please name the laboratories with this capacity
5,can_differentiate_clades_notes,English,01 - Laboratory,01-LAB,0,10,0.100000,0.000000,0.000000,01 - Laboratory,Please name the laboratories with this capacity,,Laboratoire FHV de Gueckedou et Laboratoire FHV de l'HR Nzerekore,,2025,1,ODK Server,GUINEA,Nzerekore,National,GUINEA,English,data,5,Please name the laboratories with this capacity
5,can_differentiate_clades_notes,English,01 - Laboratory,01-LAB,0,10,0.100000,0.000000,0.000000,01 - Laboratory,Please name the laboratories with this capacity,,National Reference Laboratory Abuja,,2024,2,ODK Server,NIGERIA,Federal Capital Territory,National,NIGERIA,English,data,5,Please name the laboratories with this capacity
5,can_differentiate_clades_notes,English,01 - Laboratory,01-LAB,0,10,0.100000,0.000000,0.000000,01 - Laboratory,Please name the laboratories with this capacity,,NICD/NHLS,,2024,2,ODK Server,SOUTH AFRICA,North west,National,SOUTH AFRICA,English,data,5,Please name the laboratories with this capacity
5,can_differentiate_clades_notes,English,01 - Laboratory,01-LAB,0,10,0.100000,0.000000,0.000000,01 - Laboratory,Please name the laboratories with this capacity,,BSL4,,2024,2,ODK Server,SOUTH AFRICA,MPUMALANGA,National,SOUTH AFRICA,English,data,5,Please name the laboratories with this capacity
5,can_differentiate_clades_notes,English,01 - Laboratory,01-LAB,0,10,0.100000,0.000000,0.000000,01 - Laboratory,Please name the laboratories with this capacity,,NHLS  32 outlets,,2024,2,ODK Server,SOUTH AFRICA,North West Province,National,SOUTH AFRICA,English,data,5,Please name the laboratories with this capacity
5,can_differentiate_clades_notes,English,01 - Laboratory,01-LAB,0,10,0.100000,0.000000,0.000000,01 - Laboratory,Please name the laboratories with this capacity,,UVRI,,2024,2,ODK Server,Uganda,Kasese,National,Uganda,English,data,5,Please name the laboratories with this capacity
5,can_differentiate_clades_notes,English,01 - Laboratory,01-LAB,0,10,0.100000,0.000000,0.000000,01 - Laboratory,Please name the laboratories with this capacity,,,,2024,2,ODK Server,Uganda,"BUSOGA (JINJA) REGION (Mayuge district -confirmed, probable,discarded and suspect cases) Jinja City with C003 contacts, Jinja district with suspects, Kamuli district with suspect and Namutumba district with a suspect. Total 19  alerts (6) Jinja District [1 discarded, 4 suspects, , ],  11 Mayuge[1 confirmed, 2 probable, 1 discarded,  5 suspects, 1 evading verification, 1 Kampala based missing  phone contact],  1 Kamuli (1 suspect, 1 Namutumba)., 15 contacts,",National,Uganda,English,data,5,Please name the laboratories with this capacity
6,osl_specimen,English,01 - Laboratory,01-LAB,1,10,0.100000,1.250000,0.125000,01 - Laboratory,"Is there in existence a local transport mechanism, consumables and logistics for transport of specimen samples from communities and health facilities to the National reference lab ?",0,no,,2025,1,ODK Server,ETHIOPIA,Amhara,National,ETHIOPIA,English,data,6,"Is there in existence a local transport mechanism, consumables and logistics for transport of specimen samples from communities and health facilities to the National reference lab ?"
6,osl_specimen,English,01 - Laboratory,01-LAB,1,10,0.100000,1.250000,0.125000,01 - Laboratory,"Is there in existence a local transport mechanism, consumables and logistics for transport of specimen samples from communities and health facilities to the National reference lab ?",1,yes,,2025,1,ODK Server,ETHIOPIA,Dire Dawa,National,ETHIOPIA,English,data,6,"Is there in existence a local transport mechanism, consumables and logistics for transport of specimen samples from communities and health facilities to the National reference lab ?"
6,osl_specimen,English,01 - Laboratory,01-LAB,1,10,0.100000,1.250000,0.125000,01 - Laboratory,"Is there in existence a local transport mechanism, consumables and logistics for transport of specimen samples from communities and health facilities to the National reference lab ?",1,yes,,2025,1,ODK Server,ETHIOPIA,Harari,National,ETHIOPIA,English,data,6,"Is there in existence a local transport mechanism, consumables and logistics for transport of specimen samples from communities and health facilities to the National reference lab ?"
6,osl_specimen,English,01 - Laboratory,01-LAB,1,10,0.100000,1.250000,0.125000,01 - Laboratory,"Is there in existence a local transport mechanism, consumables and logistics for transport of specimen samples from communities and health facilities to the National reference lab ?",1,yes,,2025,1,ODK Server,ETHIOPIA,Gambella,National,ETHIOPIA,English,data,6,"Is there in existence a local transport mechanism, consumables and logistics for transport of specimen samples from communities and health facilities to the National reference lab ?"
6,osl_specimen,English,01 - Laboratory,01-LAB,1,10,0.100000,1.250000,0.125000,01 - Laboratory,"Is there in existence a local transport mechanism, consumables and logistics for transport of specimen samples from communities and health facilities to the National reference lab ?",1,yes,,2025,1,ODK Server,ETHIOPIA,SNNPR,National,ETHIOPIA,English,data,6,"Is there in existence a local transport mechanism, consumables and logistics for transport of specimen samples from communities and health facilities to the National reference lab ?"
6,osl_specimen,English,01 - Laboratory,01-LAB,1,10,0.100000,1.250000,0.125000,01 - Laboratory,"Is there in existence a local transport mechanism, consumables and logistics for transport of specimen samples from communities and health facilities to the National reference lab ?",1,yes,,2025,1,ODK Server,ETHIOPIA,Somali,National,ETHIOPIA,English,data,6,"Is there in existence a local transport mechanism, consumables and logistics for transport of specimen samples from communities and health facilities to the National reference lab ?"
6,osl_specimen,English,01 - Laboratory,01-LAB,1,10,0.100000,1.250000,0.125000,01 - Laboratory,"Is there in existence a local transport mechanism, consumables and logistics for transport of specimen samples from communities and health facilities to the National reference lab ?",1,yes,,2025,1,ODK Server,ETHIOPIA,Oromiya,National,ETHIOPIA,English,data,6,"Is there in existence a local transport mechanism, consumables and logistics for transport of specimen samples from communities and health facilities to the National reference lab ?"
6,osl_specimen,English,01 - Laboratory,01-LAB,1,10,0.100000,1.250000,0.125000,01 - Laboratory,"Is there in existence a local transport mechanism, consumables and logistics for transport of specimen samples from communities and health facilities to the National reference lab ?",1,yes,,2025,1,ODK Server,GUINEA,Nzerekore,National,GUINEA,English,data,6,"Is there in existence a local transport mechanism, consumables and logistics for transport of specimen samples from communities and health facilities to the National reference lab ?"
6,osl_specimen,English,01 - Laboratory,01-LAB,1,10,0.100000,1.250000,0.125000,01 - Laboratory,"Is there in existence a local transport mechanism, consumables and logistics for transport of specimen samples from communities and health facilities to the National reference lab ?",1,yes,,2024,2,ODK Server,NIGERIA,Federal Capital Territory,National,NIGERIA,English,data,6,"Is there in existence a local transport mechanism, consumables and logistics for transport of specimen samples from communities and health facilities to the National reference lab ?"
6,osl_specimen,English,01 - Laboratory,01-LAB,1,10,0.100000,1.250000,0.125000,01 - Laboratory,"Is there in existence a local transport mechanism, consumables and logistics for transport of specimen samples from communities and health facilities to the National reference lab ?",1,yes,,2024,2,ODK Server,SOUTH AFRICA,North west,National,SOUTH AFRICA,English,data,6,"Is there in existence a local transport mechanism, consumables and logistics for transport of specimen samples from communities and health facilities to the National reference lab ?"
6,osl_specimen,English,01 - Laboratory,01-LAB,1,10,0.100000,1.250000,0.125000,01 - Laboratory,"Is there in existence a local transport mechanism, consumables and logistics for transport of specimen samples from communities and health facilities to the National reference lab ?",1,yes,,2024,2,ODK Server,SOUTH AFRICA,MPUMALANGA,National,SOUTH AFRICA,English,data,6,"Is there in existence a local transport mechanism, consumables and logistics for transport of specimen samples from communities and health facilities to the National reference lab ?"
6,osl_specimen,English,01 - Laboratory,01-LAB,1,10,0.100000,1.250000,0.125000,01 - Laboratory,"Is there in existence a local transport mechanism, consumables and logistics for transport of specimen samples from communities and health facilities to the National reference lab ?",1,yes,,2024,2,ODK Server,SOUTH AFRICA,North West Province,National,SOUTH AFRICA,English,data,6,"Is there in existence a local transport mechanism, consumables and logistics for transport of specimen samples from communities and health facilities to the National reference lab ?"
