QuestionID,QuestionKey,Language,Category,CategoryCode,AffectsScore,CategoryScore,CategoryWeight,QuestionScore,QuestionCategoryWeight,CategoryLanguage,QuestionLanguage,NationalYNValue,NationalYN,Comments,FileName,Country,AdminLevel,AdminLevelName,FileLanguage,Table,RowNo,Question
4,coord_sops_disseminated,English,01. Coordination,01 - COORD,1,10,0.100000,1.666667,0.166667,01. Coordination,"1.02 - The SOPs for meningitis surveillance, preparedness and response to epidemics in Africa are disseminated to all levels of the health system",0,no,,ODK Server,MAURITANIA,National,MAURITANIA,English,data,3,"1.02 - The SOPs for meningitis surveillance, preparedness and response to epidemics in Africa are disseminated to all levels of the health system"
4,coord_sops_disseminated,English,01. Coordination,01 - COORD,1,10,0.100000,1.666667,0.166667,01. Coordination,"1.02 - The SOPs for meningitis surveillance, preparedness and response to epidemics in Africa are disseminated to all levels of the health system",1,yes,,ODK Server,NIGER,National,NIGER,English,data,3,"1.02 - The SOPs for meningitis surveillance, preparedness and response to epidemics in Africa are disseminated to all levels of the health system"
5,coord_epr_committee_meet,English,01. Coordination,01 - COORD,1,10,0.100000,1.666667,0.166667,01. Coordination,1.03 - The members of the Epidemic Preparedness and Response (EPR)  committee/Public Health Emergency Management Committee (PHEMC) meet regularly to discuss meningitis,0,no,,ODK Server,Kenya,National,Kenya,English,data,5,1.03 - The members of the Epidemic Preparedness and Response (EPR)  committee/Public Health Emergency Management Committee (PHEMC) meet regularly to discuss meningitis
5,coord_epr_committee_meet,English,01. Coordination,01 - COORD,1,10,0.100000,1.666667,0.166667,01. Coordination,1.03 - The members of the Epidemic Preparedness and Response (EPR)  committee/Public Health Emergency Management Committee (PHEMC) meet regularly to discuss meningitis,1,yes,,ODK Server,NIGER,National,NIGER,English,data,5,1.03 - The members of the Epidemic Preparedness and Response (EPR)  committee/Public Health Emergency Management Committee (PHEMC) meet regularly to discuss meningitis
5,coord_epr_committee_meet,English,01. Coordination,01 - COORD,1,10,0.100000,1.666667,0.166667,01. Coordination,1.03 - The members of the Epidemic Preparedness and Response (EPR)  committee/Public Health Emergency Management Committee (PHEMC) meet regularly to discuss meningitis,1,yes,,ODK Server,GUINEA-BISSAU,National,GUINEA-BISSAU,English,data,5,1.03 - The members of the Epidemic Preparedness and Response (EPR)  committee/Public Health Emergency Management Committee (PHEMC) meet regularly to discuss meningitis
5,coord_epr_committee_meet,English,01. Coordination,01 - COORD,1,10,0.100000,1.666667,0.166667,01. Coordination,1.03 - The members of the Epidemic Preparedness and Response (EPR)  committee/Public Health Emergency Management Committee (PHEMC) meet regularly to discuss meningitis,0,no,,ODK Server,MALI,National,MALI,English,data,5,1.03 - The members of the Epidemic Preparedness and Response (EPR)  committee/Public Health Emergency Management Committee (PHEMC) meet regularly to discuss meningitis
5,coord_epr_committee_meet,English,01. Coordination,01 - COORD,1,10,0.100000,1.666667,0.166667,01. Coordination,1.03 - The members of the Epidemic Preparedness and Response (EPR)  committee/Public Health Emergency Management Committee (PHEMC) meet regularly to discuss meningitis,0,no,,ODK Server,MAURITANIA,National,MAURITANIA,English,data,5,1.03 - The members of the Epidemic Preparedness and Response (EPR)  committee/Public Health Emergency Management Committee (PHEMC) meet regularly to discuss meningitis
5,coord_epr_committee_meet,English,01. Coordination,01 - COORD,1,10,0.100000,1.666667,0.166667,01. Coordination,1.03 - The members of the Epidemic Preparedness and Response (EPR)  committee/Public Health Emergency Management Committee (PHEMC) meet regularly to discuss meningitis,1,yes,,ODK Server,NIGER,National,NIGER,English,data,5,1.03 - The members of the Epidemic Preparedness and Response (EPR)  committee/Public Health Emergency Management Committee (PHEMC) meet regularly to discuss meningitis
6,coord_ims_convened_48hrs,English,01. Coordination,01 - COORD,1,10,0.100000,1.666667,0.166667,01. Coordination,1.04 - The Incident Management System (IMS) can be convened within 48 hours of an emergency,1,yes,,ODK Server,Kenya,National,Kenya,English,data,7,1.04 - The Incident Management System (IMS) can be convened within 48 hours of an emergency
6,coord_ims_convened_48hrs,English,01. Coordination,01 - COORD,1,10,0.100000,1.666667,0.166667,01. Coordination,1.04 - The Incident Management System (IMS) can be convened within 48 hours of an emergency,1,yes,,ODK Server,NIGER,National,NIGER,English,data,7,1.04 - The Incident Management System (IMS) can be convened within 48 hours of an emergency
6,coord_ims_convened_48hrs,English,01. Coordination,01 - COORD,1,10,0.100000,1.666667,0.166667,01. Coordination,1.04 - The Incident Management System (IMS) can be convened within 48 hours of an emergency,1,yes,,ODK Server,GUINEA-BISSAU,National,GUINEA-BISSAU,English,data,7,1.04 - The Incident Management System (IMS) can be convened within 48 hours of an emergency
6,coord_ims_convened_48hrs,English,01. Coordination,01 - COORD,1,10,0.100000,1.666667,0.166667,01. Coordination,1.04 - The Incident Management System (IMS) can be convened within 48 hours of an emergency,1,yes,,ODK Server,MALI,National,MALI,English,data,7,1.04 - The Incident Management System (IMS) can be convened within 48 hours of an emergency
6,coord_ims_convened_48hrs,English,01. Coordination,01 - COORD,1,10,0.100000,1.666667,0.166667,01. Coordination,1.04 - The Incident Management System (IMS) can be convened within 48 hours of an emergency,1,yes,,ODK Server,MAURITANIA,National,MAURITANIA,English,data,7,1.04 - The Incident Management System (IMS) can be convened within 48 hours of an emergency
6,coord_ims_convened_48hrs,English,01. Coordination,01 - COORD,1,10,0.100000,1.666667,0.166667,01. Coordination,1.04 - The Incident Management System (IMS) can be convened within 48 hours of an emergency,0,no,,ODK Server,NIGER,National,NIGER,English,data,7,1.04 - The Incident Management System (IMS) can be convened within 48 hours of an emergency
7,coord_contingency_funds_access,English,01. Coordination,01 - COORD,1,10,0.100000,1.666667,0.166667,01. Coordination,1.05 - Public health contigency funds can be accessed within 72 hours of submiting a request,0,no,,ODK Server,Kenya,National,Kenya,English,data,9,1.05 - Public health contigency funds can be accessed within 72 hours of submiting a request
7,coord_contingency_funds_access,English,01. Coordination,01 - COORD,1,10,0.100000,1.666667,0.166667,01. Coordination,1.05 - Public health contigency funds can be accessed within 72 hours of submiting a request,0,no,,ODK Server,NIGER,National,NIGER,English,data,9,1.05 - Public health contigency funds can be accessed within 72 hours of submiting a request
7,coord_contingency_funds_access,English,01. Coordination,01 - COORD,1,10,0.100000,1.666667,0.166667,01. Coordination,1.05 - Public health contigency funds can be accessed within 72 hours of submiting a request,0,no,,ODK Server,GUINEA-BISSAU,National,GUINEA-BISSAU,English,data,9,1.05 - Public health contigency funds can be accessed within 72 hours of submiting a request
7,coord_contingency_funds_access,English,01. Coordination,01 - COORD,1,10,0.100000,1.666667,0.166667,01. Coordination,1.05 - Public health contigency funds can be accessed within 72 hours of submiting a request,0,no,,ODK Server,MALI,National,MALI,English,data,9,1.05 - Public health contigency funds can be accessed within 72 hours of submiting a request
7,coord_contingency_funds_access,English,01. Coordination,01 - COORD,1,10,0.100000,1.666667,0.166667,01. Coordination,1.05 - Public health contigency funds can be accessed within 72 hours of submiting a request,0,no,,ODK Server,MAURITANIA,National,MAURITANIA,English,data,9,1.05 - Public health contigency funds can be accessed within 72 hours of submiting a request
7,coord_contingency_funds_access,English,01. Coordination,01 - COORD,1,10,0.100000,1.666667,0.166667,01. Coordination,1.05 - Public health contigency funds can be accessed within 72 hours of submiting a request,0,no,,ODK Server,NIGER,National,NIGER,English,data,9,1.05 - Public health contigency funds can be accessed within 72 hours of submiting a request
8,coord_updated_w_mapping,English,01. Coordination,01 - COORD,1,10,0.100000,1.666667,0.166667,01. Coordination,1.06 - There is an updated list of 4W or 5W mapping for donors and partners,0.5,in-process,,ODK Server,Kenya,National,Kenya,English,data,11,1.06 - There is an updated list of 4W or 5W mapping for donors and partners
8,coord_updated_w_mapping,English,01. Coordination,01 - COORD,1,10,0.100000,1.666667,0.166667,01. Coordination,1.06 - There is an updated list of 4W or 5W mapping for donors and partners,1,yes,,ODK Server,NIGER,National,NIGER,English,data,11,1.06 - There is an updated list of 4W or 5W mapping for donors and partners
8,coord_updated_w_mapping,English,01. Coordination,01 - COORD,1,10,0.100000,1.666667,0.166667,01. Coordination,1.06 - There is an updated list of 4W or 5W mapping for donors and partners,0,no,,ODK Server,GUINEA-BISSAU,National,GUINEA-BISSAU,English,data,11,1.06 - There is an updated list of 4W or 5W mapping for donors and partners
8,coord_updated_w_mapping,English,01. Coordination,01 - COORD,1,10,0.100000,1.666667,0.166667,01. Coordination,1.06 - There is an updated list of 4W or 5W mapping for donors and partners,1,yes,,ODK Server,MALI,National,MALI,English,data,11,1.06 - There is an updated list of 4W or 5W mapping for donors and partners
8,coord_updated_w_mapping,English,01. Coordination,01 - COORD,1,10,0.100000,1.666667,0.166667,01. Coordination,1.06 - There is an updated list of 4W or 5W mapping for donors and partners,1,yes,,ODK Server,MAURITANIA,National,MAURITANIA,English,data,11,1.06 - There is an updated list of 4W or 5W mapping for donors and partners
8,coord_updated_w_mapping,English,01. Coordination,01 - COORD,1,10,0.100000,1.666667,0.166667,01. Coordination,1.06 - There is an updated list of 4W or 5W mapping for donors and partners,1,yes,,ODK Server,NIGER,National,NIGER,English,data,11,1.06 - There is an updated list of 4W or 5W mapping for donors and partners
9,coord_comment,English,Comment,01 - COORD,0,0,0.000000,0.000000,0.000000,Comment,Comment,,,,ODK Server,Kenya,National,Kenya,English,data,13,Comment
9,coord_comment,English,Comment,01 - COORD,0,0,0.000000,0.000000,0.000000,Comment,Comment,,,,ODK Server,NIGER,National,NIGER,English,data,13,Comment
9,coord_comment,English,Comment,01 - COORD,0,0,0.000000,0.000000,0.000000,Comment,Comment,,,,ODK Server,GUINEA-BISSAU,National,GUINEA-BISSAU,English,data,13,Comment
9,coord_comment,English,Comment,01 - COORD,0,0,0.000000,0.000000,0.000000,Comment,Comment,,,,ODK Server,MALI,National,MALI,English,data,13,Comment
9,coord_comment,English,Comment,01 - COORD,0,0,0.000000,0.000000,0.000000,Comment,Comment,,,,ODK Server,MAURITANIA,National,MAURITANIA,English,data,13,Comment
9,coord_comment,English,Comment,01 - COORD,0,0,0.000000,0.000000,0.000000,Comment,Comment,,,,ODK Server,NIGER,National,NIGER,English,data,13,Comment
12,surv_idsr_edition,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.01 - The 3rd edition of the IDSR technical guidelines was adopted and rolled out at all levels of the health system,0.5,in-process,,ODK Server,Kenya,National,Kenya,English,data,14,2.01 - The 3rd edition of the IDSR technical guidelines was adopted and rolled out at all levels of the health system
12,surv_idsr_edition,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.01 - The 3rd edition of the IDSR technical guidelines was adopted and rolled out at all levels of the health system,1,yes,,ODK Server,NIGER,National,NIGER,English,data,14,2.01 - The 3rd edition of the IDSR technical guidelines was adopted and rolled out at all levels of the health system
12,surv_idsr_edition,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.01 - The 3rd edition of the IDSR technical guidelines was adopted and rolled out at all levels of the health system,0.5,in-process,,ODK Server,GUINEA-BISSAU,National,GUINEA-BISSAU,English,data,14,2.01 - The 3rd edition of the IDSR technical guidelines was adopted and rolled out at all levels of the health system
12,surv_idsr_edition,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.01 - The 3rd edition of the IDSR technical guidelines was adopted and rolled out at all levels of the health system,1,yes,,ODK Server,MALI,National,MALI,English,data,14,2.01 - The 3rd edition of the IDSR technical guidelines was adopted and rolled out at all levels of the health system
12,surv_idsr_edition,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.01 - The 3rd edition of the IDSR technical guidelines was adopted and rolled out at all levels of the health system,1,yes,,ODK Server,MAURITANIA,National,MAURITANIA,English,data,14,2.01 - The 3rd edition of the IDSR technical guidelines was adopted and rolled out at all levels of the health system
12,surv_idsr_edition,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.01 - The 3rd edition of the IDSR technical guidelines was adopted and rolled out at all levels of the health system,1,yes,,ODK Server,NIGER,National,NIGER,English,data,14,2.01 - The 3rd edition of the IDSR technical guidelines was adopted and rolled out at all levels of the health system
13,surv_priority_diseases,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,"2.02 - Meningitis is part of the country's priority diseases, conditions and events of the IDSR",1,yes,,ODK Server,Kenya,National,Kenya,English,data,16,"2.02 - Meningitis is part of the country's priority diseases, conditions and events of the IDSR"
13,surv_priority_diseases,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,"2.02 - Meningitis is part of the country's priority diseases, conditions and events of the IDSR",1,yes,,ODK Server,NIGER,National,NIGER,English,data,16,"2.02 - Meningitis is part of the country's priority diseases, conditions and events of the IDSR"
13,surv_priority_diseases,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,"2.02 - Meningitis is part of the country's priority diseases, conditions and events of the IDSR",1,yes,,ODK Server,GUINEA-BISSAU,National,GUINEA-BISSAU,English,data,16,"2.02 - Meningitis is part of the country's priority diseases, conditions and events of the IDSR"
13,surv_priority_diseases,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,"2.02 - Meningitis is part of the country's priority diseases, conditions and events of the IDSR",1,yes,,ODK Server,MALI,National,MALI,English,data,16,"2.02 - Meningitis is part of the country's priority diseases, conditions and events of the IDSR"
13,surv_priority_diseases,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,"2.02 - Meningitis is part of the country's priority diseases, conditions and events of the IDSR",1,yes,,ODK Server,MAURITANIA,National,MAURITANIA,English,data,16,"2.02 - Meningitis is part of the country's priority diseases, conditions and events of the IDSR"
13,surv_priority_diseases,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,"2.02 - Meningitis is part of the country's priority diseases, conditions and events of the IDSR",1,yes,,ODK Server,NIGER,National,NIGER,English,data,16,"2.02 - Meningitis is part of the country's priority diseases, conditions and events of the IDSR"
14,surv_case_definition_facility,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.03 - Meningitis case definition is available in all health facilities of the at-risk areas,0.5,in-process,,ODK Server,Kenya,National,Kenya,English,data,18,2.03 - Meningitis case definition is available in all health facilities of the at-risk areas
14,surv_case_definition_facility,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.03 - Meningitis case definition is available in all health facilities of the at-risk areas,1,yes,,ODK Server,NIGER,National,NIGER,English,data,18,2.03 - Meningitis case definition is available in all health facilities of the at-risk areas
14,surv_case_definition_facility,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.03 - Meningitis case definition is available in all health facilities of the at-risk areas,0.5,in-process,,ODK Server,GUINEA-BISSAU,National,GUINEA-BISSAU,English,data,18,2.03 - Meningitis case definition is available in all health facilities of the at-risk areas
14,surv_case_definition_facility,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.03 - Meningitis case definition is available in all health facilities of the at-risk areas,1,yes,,ODK Server,MALI,National,MALI,English,data,18,2.03 - Meningitis case definition is available in all health facilities of the at-risk areas
14,surv_case_definition_facility,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.03 - Meningitis case definition is available in all health facilities of the at-risk areas,1,yes,,ODK Server,MAURITANIA,National,MAURITANIA,English,data,18,2.03 - Meningitis case definition is available in all health facilities of the at-risk areas
14,surv_case_definition_facility,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.03 - Meningitis case definition is available in all health facilities of the at-risk areas,1,yes,,ODK Server,NIGER,National,NIGER,English,data,18,2.03 - Meningitis case definition is available in all health facilities of the at-risk areas
15,surv_case_definition_community,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.04 - Community-based case definition of meningitis is disseminated at community level in at-risk areas,0.5,in-process,,ODK Server,Kenya,National,Kenya,English,data,20,2.04 - Community-based case definition of meningitis is disseminated at community level in at-risk areas
15,surv_case_definition_community,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.04 - Community-based case definition of meningitis is disseminated at community level in at-risk areas,1,yes,,ODK Server,NIGER,National,NIGER,English,data,20,2.04 - Community-based case definition of meningitis is disseminated at community level in at-risk areas
15,surv_case_definition_community,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.04 - Community-based case definition of meningitis is disseminated at community level in at-risk areas,0,no,,ODK Server,GUINEA-BISSAU,National,GUINEA-BISSAU,English,data,20,2.04 - Community-based case definition of meningitis is disseminated at community level in at-risk areas
15,surv_case_definition_community,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.04 - Community-based case definition of meningitis is disseminated at community level in at-risk areas,1,yes,,ODK Server,MALI,National,MALI,English,data,20,2.04 - Community-based case definition of meningitis is disseminated at community level in at-risk areas
15,surv_case_definition_community,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.04 - Community-based case definition of meningitis is disseminated at community level in at-risk areas,0,no,,ODK Server,MAURITANIA,National,MAURITANIA,English,data,20,2.04 - Community-based case definition of meningitis is disseminated at community level in at-risk areas
15,surv_case_definition_community,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.04 - Community-based case definition of meningitis is disseminated at community level in at-risk areas,1,yes,,ODK Server,NIGER,National,NIGER,English,data,20,2.04 - Community-based case definition of meningitis is disseminated at community level in at-risk areas
16,surv_hotline_available,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.05 - A 24/7 hotline is available to report alerts with staff allocated and trained on alert processes and reporting,1,yes,,ODK Server,Kenya,National,Kenya,English,data,22,2.05 - A 24/7 hotline is available to report alerts with staff allocated and trained on alert processes and reporting
16,surv_hotline_available,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.05 - A 24/7 hotline is available to report alerts with staff allocated and trained on alert processes and reporting,0.5,in-process,,ODK Server,NIGER,National,NIGER,English,data,22,2.05 - A 24/7 hotline is available to report alerts with staff allocated and trained on alert processes and reporting
16,surv_hotline_available,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.05 - A 24/7 hotline is available to report alerts with staff allocated and trained on alert processes and reporting,0.5,in-process,,ODK Server,GUINEA-BISSAU,National,GUINEA-BISSAU,English,data,22,2.05 - A 24/7 hotline is available to report alerts with staff allocated and trained on alert processes and reporting
16,surv_hotline_available,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.05 - A 24/7 hotline is available to report alerts with staff allocated and trained on alert processes and reporting,1,yes,,ODK Server,MALI,National,MALI,English,data,22,2.05 - A 24/7 hotline is available to report alerts with staff allocated and trained on alert processes and reporting
16,surv_hotline_available,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.05 - A 24/7 hotline is available to report alerts with staff allocated and trained on alert processes and reporting,0,no,,ODK Server,MAURITANIA,National,MAURITANIA,English,data,22,2.05 - A 24/7 hotline is available to report alerts with staff allocated and trained on alert processes and reporting
16,surv_hotline_available,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.05 - A 24/7 hotline is available to report alerts with staff allocated and trained on alert processes and reporting,0.5,in-process,,ODK Server,NIGER,National,NIGER,English,data,22,2.05 - A 24/7 hotline is available to report alerts with staff allocated and trained on alert processes and reporting
17,surv_training_region_officers,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.06 - Regions/counties/districts surveillance officers were trained on meningitis data analysis.,1,yes,,ODK Server,Kenya,National,Kenya,English,data,24,2.06 - Regions/counties/districts surveillance officers were trained on meningitis data analysis.
17,surv_training_region_officers,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.06 - Regions/counties/districts surveillance officers were trained on meningitis data analysis.,1,yes,,ODK Server,NIGER,National,NIGER,English,data,24,2.06 - Regions/counties/districts surveillance officers were trained on meningitis data analysis.
17,surv_training_region_officers,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.06 - Regions/counties/districts surveillance officers were trained on meningitis data analysis.,1,yes,,ODK Server,GUINEA-BISSAU,National,GUINEA-BISSAU,English,data,24,2.06 - Regions/counties/districts surveillance officers were trained on meningitis data analysis.
17,surv_training_region_officers,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.06 - Regions/counties/districts surveillance officers were trained on meningitis data analysis.,0,no,,ODK Server,MALI,National,MALI,English,data,24,2.06 - Regions/counties/districts surveillance officers were trained on meningitis data analysis.
17,surv_training_region_officers,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.06 - Regions/counties/districts surveillance officers were trained on meningitis data analysis.,1,yes,,ODK Server,MAURITANIA,National,MAURITANIA,English,data,24,2.06 - Regions/counties/districts surveillance officers were trained on meningitis data analysis.
17,surv_training_region_officers,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.06 - Regions/counties/districts surveillance officers were trained on meningitis data analysis.,1,yes,,ODK Server,NIGER,National,NIGER,English,data,24,2.06 - Regions/counties/districts surveillance officers were trained on meningitis data analysis.
18,surv_attack_rate_monitored,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.07 - Meningitis weekly attack rate is monitored.,1,yes,,ODK Server,Kenya,National,Kenya,English,data,26,2.07 - Meningitis weekly attack rate is monitored.
18,surv_attack_rate_monitored,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.07 - Meningitis weekly attack rate is monitored.,1,yes,,ODK Server,NIGER,National,NIGER,English,data,26,2.07 - Meningitis weekly attack rate is monitored.
18,surv_attack_rate_monitored,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.07 - Meningitis weekly attack rate is monitored.,1,yes,,ODK Server,GUINEA-BISSAU,National,GUINEA-BISSAU,English,data,26,2.07 - Meningitis weekly attack rate is monitored.
18,surv_attack_rate_monitored,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.07 - Meningitis weekly attack rate is monitored.,1,yes,,ODK Server,MALI,National,MALI,English,data,26,2.07 - Meningitis weekly attack rate is monitored.
18,surv_attack_rate_monitored,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.07 - Meningitis weekly attack rate is monitored.,1,yes,,ODK Server,MAURITANIA,National,MAURITANIA,English,data,26,2.07 - Meningitis weekly attack rate is monitored.
18,surv_attack_rate_monitored,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.07 - Meningitis weekly attack rate is monitored.,1,yes,,ODK Server,NIGER,National,NIGER,English,data,26,2.07 - Meningitis weekly attack rate is monitored.
19,surv_case_forms_available,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.08 - Meningitis case investigation forms are available at district and health facility levels,0,no,,ODK Server,Kenya,National,Kenya,English,data,28,2.08 - Meningitis case investigation forms are available at district and health facility levels
19,surv_case_forms_available,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.08 - Meningitis case investigation forms are available at district and health facility levels,1,yes,,ODK Server,NIGER,National,NIGER,English,data,28,2.08 - Meningitis case investigation forms are available at district and health facility levels
19,surv_case_forms_available,English,02. Surveillance,02 - SURV,1,10,0.100000,1.111111,0.111111,02. Surveillance,2.08 - Meningitis case investigation forms are available at district and health facility levels,0.5,in-process,,ODK Server,GUINEA-BISSAU,National,GUINEA-BISSAU,English,data,28,2.08 - Meningitis case investigation forms are available at district and health facility levels
