QuestionID,QuestionKey,HasInternationalPOE,Language,Category,CategoryCode,AffectsScore,CategoryScore,CategoryWeight,QuestionScore,QuestionCategoryWeight,CategoryLanguage,QuestionLanguage,NationalYNValue,NationalYN,Comments,DataPeriod,DataPeriodId,FileName,Country,District,AdminLevel,AdminLevelName,FileLanguage,Table,RowNo,Question
1,coord_ims_organogram,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Designate an IMS organogram for Lassa fever at the state level.,1,yes,,2025,1,ODK Server,NIGERIA,Gombe,National,NIGERIA,English,data,3,Designate an IMS organogram for Lassa fever at the state level.
1,coord_ims_organogram,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Designate an IMS organogram for Lassa fever at the state level.,1,yes,,2025,1,ODK Server,NIGERIA,Imo,National,NIGERIA,English,data,3,Designate an IMS organogram for Lassa fever at the state level.
1,coord_ims_organogram,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Designate an IMS organogram for Lassa fever at the state level.,0,no,,2025,1,ODK Server,NIGERIA,Jigawa,National,NIGERIA,English,data,3,Designate an IMS organogram for Lassa fever at the state level.
1,coord_ims_organogram,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Designate an IMS organogram for Lassa fever at the state level.,1,yes,,2025,1,ODK Server,NIGERIA,Kaduna,National,NIGERIA,English,data,3,Designate an IMS organogram for Lassa fever at the state level.
1,coord_ims_organogram,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Designate an IMS organogram for Lassa fever at the state level.,1,yes,,2025,1,ODK Server,NIGERIA,Kano,National,NIGERIA,English,data,3,Designate an IMS organogram for Lassa fever at the state level.
1,coord_ims_organogram,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Designate an IMS organogram for Lassa fever at the state level.,1,yes,,2025,1,ODK Server,NIGERIA,Katsina,National,NIGERIA,English,data,3,Designate an IMS organogram for Lassa fever at the state level.
1,coord_ims_organogram,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Designate an IMS organogram for Lassa fever at the state level.,1,yes,,2025,1,ODK Server,NIGERIA,Kebbi,National,NIGERIA,English,data,3,Designate an IMS organogram for Lassa fever at the state level.
1,coord_ims_organogram,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Designate an IMS organogram for Lassa fever at the state level.,1,yes,,2025,1,ODK Server,NIGERIA,Kogi,National,NIGERIA,English,data,3,Designate an IMS organogram for Lassa fever at the state level.
1,coord_ims_organogram,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Designate an IMS organogram for Lassa fever at the state level.,0,no,,2025,1,ODK Server,NIGERIA,Kwara,National,NIGERIA,English,data,3,Designate an IMS organogram for Lassa fever at the state level.
1,coord_ims_organogram,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Designate an IMS organogram for Lassa fever at the state level.,1,yes,,2025,1,ODK Server,NIGERIA,Lagos,National,NIGERIA,English,data,3,Designate an IMS organogram for Lassa fever at the state level.
1,coord_ims_organogram,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Designate an IMS organogram for Lassa fever at the state level.,1,yes,,2025,1,ODK Server,NIGERIA,Nasarawa,National,NIGERIA,English,data,3,Designate an IMS organogram for Lassa fever at the state level.
1,coord_ims_organogram,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Designate an IMS organogram for Lassa fever at the state level.,1,yes,,2025,1,ODK Server,NIGERIA,Ogun,National,NIGERIA,English,data,3,Designate an IMS organogram for Lassa fever at the state level.
1,coord_ims_organogram,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Designate an IMS organogram for Lassa fever at the state level.,1,yes,,2025,1,ODK Server,NIGERIA,Ondo,National,NIGERIA,English,data,3,Designate an IMS organogram for Lassa fever at the state level.
1,coord_ims_organogram,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Designate an IMS organogram for Lassa fever at the state level.,1,yes,,2025,1,ODK Server,NIGERIA,Osun,National,NIGERIA,English,data,3,Designate an IMS organogram for Lassa fever at the state level.
1,coord_ims_organogram,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Designate an IMS organogram for Lassa fever at the state level.,1,yes,,2025,1,ODK Server,NIGERIA,Oyo,National,NIGERIA,English,data,3,Designate an IMS organogram for Lassa fever at the state level.
1,coord_ims_organogram,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Designate an IMS organogram for Lassa fever at the state level.,1,yes,,2025,1,ODK Server,NIGERIA,Plateau,National,NIGERIA,English,data,3,Designate an IMS organogram for Lassa fever at the state level.
1,coord_ims_organogram,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Designate an IMS organogram for Lassa fever at the state level.,1,yes,,2025,1,ODK Server,NIGERIA,Rivers,National,NIGERIA,English,data,3,Designate an IMS organogram for Lassa fever at the state level.
1,coord_ims_organogram,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Designate an IMS organogram for Lassa fever at the state level.,1,yes,,2025,1,ODK Server,NIGERIA,Sokoto,National,NIGERIA,English,data,3,Designate an IMS organogram for Lassa fever at the state level.
1,coord_ims_organogram,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Designate an IMS organogram for Lassa fever at the state level.,1,yes,,2025,1,ODK Server,NIGERIA,Taraba,National,NIGERIA,English,data,3,Designate an IMS organogram for Lassa fever at the state level.
1,coord_ims_organogram,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Designate an IMS organogram for Lassa fever at the state level.,1,yes,,2025,1,ODK Server,NIGERIA,Yobe,National,NIGERIA,English,data,3,Designate an IMS organogram for Lassa fever at the state level.
1,coord_ims_organogram,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Designate an IMS organogram for Lassa fever at the state level.,1,yes,,2025,1,ODK Server,NIGERIA,Zamfara,National,NIGERIA,English,data,3,Designate an IMS organogram for Lassa fever at the state level.
2,coord_focal_person,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.,0,no,,2025,1,ODK Server,NIGERIA,Abia,National,NIGERIA,English,data,4,Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.
2,coord_focal_person,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.,1,yes,,2025,1,ODK Server,NIGERIA,Adamawa,National,NIGERIA,English,data,4,Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.
2,coord_focal_person,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.,0,no,,2025,1,ODK Server,NIGERIA,Akwa Ibom,National,NIGERIA,English,data,4,Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.
2,coord_focal_person,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.,1,yes,,2025,1,ODK Server,NIGERIA,Anambra,National,NIGERIA,English,data,4,Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.
2,coord_focal_person,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.,0,no,,2025,1,ODK Server,NIGERIA,Bauchi,National,NIGERIA,English,data,4,Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.
2,coord_focal_person,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.,1,yes,,2025,1,ODK Server,NIGERIA,Bayelsa,National,NIGERIA,English,data,4,Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.
2,coord_focal_person,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.,1,yes,,2025,1,ODK Server,NIGERIA,Benue,National,NIGERIA,English,data,4,Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.
2,coord_focal_person,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.,0,no,,2025,1,ODK Server,NIGERIA,Borno,National,NIGERIA,English,data,4,Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.
2,coord_focal_person,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.,1,yes,,2025,1,ODK Server,NIGERIA,Cross River,National,NIGERIA,English,data,4,Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.
2,coord_focal_person,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.,1,yes,,2025,1,ODK Server,NIGERIA,Delta,National,NIGERIA,English,data,4,Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.
2,coord_focal_person,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.,1,yes,,2025,1,ODK Server,NIGERIA,Ebonyi,National,NIGERIA,English,data,4,Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.
2,coord_focal_person,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.,1,yes,,2025,1,ODK Server,NIGERIA,Edo,National,NIGERIA,English,data,4,Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.
2,coord_focal_person,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.,1,yes,,2025,1,ODK Server,NIGERIA,Ekiti,National,NIGERIA,English,data,4,Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.
2,coord_focal_person,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.,0,no,,2025,1,ODK Server,NIGERIA,Enugu,National,NIGERIA,English,data,4,Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.
2,coord_focal_person,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.,1,yes,,2025,1,ODK Server,NIGERIA,Federal Capital Territory,National,NIGERIA,English,data,4,Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.
2,coord_focal_person,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.,1,yes,,2025,1,ODK Server,NIGERIA,Gombe,National,NIGERIA,English,data,4,Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.
2,coord_focal_person,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.,1,yes,,2025,1,ODK Server,NIGERIA,Imo,National,NIGERIA,English,data,4,Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.
2,coord_focal_person,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.,1,yes,,2025,1,ODK Server,NIGERIA,Jigawa,National,NIGERIA,English,data,4,Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.
2,coord_focal_person,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.,1,yes,,2025,1,ODK Server,NIGERIA,Kaduna,National,NIGERIA,English,data,4,Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.
2,coord_focal_person,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.,1,yes,,2025,1,ODK Server,NIGERIA,Kano,National,NIGERIA,English,data,4,Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.
2,coord_focal_person,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.,0,no,,2025,1,ODK Server,NIGERIA,Katsina,National,NIGERIA,English,data,4,Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.
2,coord_focal_person,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.,1,yes,,2025,1,ODK Server,NIGERIA,Kebbi,National,NIGERIA,English,data,4,Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.
2,coord_focal_person,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.,1,yes,,2025,1,ODK Server,NIGERIA,Kogi,National,NIGERIA,English,data,4,Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.
2,coord_focal_person,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.,0,no,,2025,1,ODK Server,NIGERIA,Kwara,National,NIGERIA,English,data,4,Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.
2,coord_focal_person,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.,1,yes,,2025,1,ODK Server,NIGERIA,Lagos,National,NIGERIA,English,data,4,Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.
2,coord_focal_person,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.,1,yes,,2025,1,ODK Server,NIGERIA,Nasarawa,National,NIGERIA,English,data,4,Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.
2,coord_focal_person,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.,1,yes,,2025,1,ODK Server,NIGERIA,Ogun,National,NIGERIA,English,data,4,Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.
2,coord_focal_person,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.,1,yes,,2025,1,ODK Server,NIGERIA,Ondo,National,NIGERIA,English,data,4,Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.
2,coord_focal_person,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.,1,yes,,2025,1,ODK Server,NIGERIA,Osun,National,NIGERIA,English,data,4,Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.
2,coord_focal_person,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.,1,yes,,2025,1,ODK Server,NIGERIA,Oyo,National,NIGERIA,English,data,4,Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.
2,coord_focal_person,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.,1,yes,,2025,1,ODK Server,NIGERIA,Plateau,National,NIGERIA,English,data,4,Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.
2,coord_focal_person,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.,1,yes,,2025,1,ODK Server,NIGERIA,Rivers,National,NIGERIA,English,data,4,Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.
2,coord_focal_person,0,English,"01 - Coordination, planning and resources",01 - COORD,1,10,0.090909,1.111111,0.111111,"01 - Coordination, planning and resources",Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.,1,yes,,2025,1,ODK Server,NIGERIA,Sokoto,National,NIGERIA,English,data,4,Identify and designate a intermediate (region/state/county/province)Focal Person / Incident Manager for Lassa fever who will be responsible for leading any preparedness and response actions.
