QuestionID,QuestionKey,Language,Category,CategoryCode,AffectsScore,CategoryScore,CategoryWeight,QuestionScore,QuestionCategoryWeight,CategoryLanguage,QuestionLanguage,NationalYNValue,NationalYN,Comments,DataPeriod,DataPeriodId,FileName,Country,AdminLevel,AdminLevelName,FileLanguage,Table,RowNo,Question
6,eoc_physical_space,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,Physical space for the EOC is identified,1,yes,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,6,Physical space for the EOC is identified
6,eoc_physical_space,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,Physical space for the EOC is identified,0,no,,,0,ODK Server,GABON,National,GABON,English,data,6,Physical space for the EOC is identified
7,eoc_linked_NDMS,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,EOC is linked to National Disaster Management Structures,1,yes,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,7,EOC is linked to National Disaster Management Structures
7,eoc_linked_NDMS,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,EOC is linked to National Disaster Management Structures,0,no,,,0,ODK Server,GABON,National,GABON,English,data,7,EOC is linked to National Disaster Management Structures
8,coord_flowchart,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,"Flow charts outlining coordination, communication lines within IMS/EOC are developed & disseminated",1,yes,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,8,"Flow charts outlining coordination, communication lines within IMS/EOC are developed & disseminated"
8,coord_flowchart,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,"Flow charts outlining coordination, communication lines within IMS/EOC are developed & disseminated",0,no,,,0,ODK Server,GABON,National,GABON,English,data,8,"Flow charts outlining coordination, communication lines within IMS/EOC are developed & disseminated"
9,assigned_IM,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,Incident Manager is assigned and empowered to make operational decisions,1,yes,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,9,Incident Manager is assigned and empowered to make operational decisions
9,assigned_IM,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,Incident Manager is assigned and empowered to make operational decisions,0,no,,,0,ODK Server,GABON,National,GABON,English,data,9,Incident Manager is assigned and empowered to make operational decisions
10,rapid_risk_assessment,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,Rapid risk assessment and prioritization of districts  & vulnerable population identification was undertaken,1,yes,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,10,Rapid risk assessment and prioritization of districts  & vulnerable population identification was undertaken
10,rapid_risk_assessment,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,Rapid risk assessment and prioritization of districts  & vulnerable population identification was undertaken,1,yes,,,0,ODK Server,GABON,National,GABON,English,data,10,Rapid risk assessment and prioritization of districts  & vulnerable population identification was undertaken
11,sub_nat_multisectorial_taskforce,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,Sub-national level multi-sectoral Taskforce/IMS were established in each high risk district/counties,1,yes,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,11,Sub-national level multi-sectoral Taskforce/IMS were established in each high risk district/counties
11,sub_nat_multisectorial_taskforce,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,Sub-national level multi-sectoral Taskforce/IMS were established in each high risk district/counties,1,yes,,,0,ODK Server,GABON,National,GABON,English,data,11,Sub-national level multi-sectoral Taskforce/IMS were established in each high risk district/counties
12,approved_nat_contigency_plan,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,Approved National Contingency Plan (NCP) for VHF (inc. monitoring mechanism & budget) is updated,0,no,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,12,Approved National Contingency Plan (NCP) for VHF (inc. monitoring mechanism & budget) is updated
12,approved_nat_contigency_plan,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,Approved National Contingency Plan (NCP) for VHF (inc. monitoring mechanism & budget) is updated,1,yes,,,0,ODK Server,GABON,National,GABON,English,data,12,Approved National Contingency Plan (NCP) for VHF (inc. monitoring mechanism & budget) is updated
13,update_4w_mapping,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,Updated list of 4W mapping for donors and partners is available,1,yes,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,13,Updated list of 4W mapping for donors and partners is available
13,update_4w_mapping,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,Updated list of 4W mapping for donors and partners is available,1,yes,,,0,ODK Server,GABON,National,GABON,English,data,13,Updated list of 4W mapping for donors and partners is available
14,NCP_budget_shared_donors,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,NCP & budget was shared with in-country and external donors,1,yes,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,14,NCP & budget was shared with in-country and external donors
14,NCP_budget_shared_donors,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,NCP & budget was shared with in-country and external donors,0,no,,,0,ODK Server,GABON,National,GABON,English,data,14,NCP & budget was shared with in-country and external donors
15,dev_ops_plan,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,"Operational Plan  (72 hour - 10 days, in COVID-19 context) was developed",0,no,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,15,"Operational Plan  (72 hour - 10 days, in COVID-19 context) was developed"
15,dev_ops_plan,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,"Operational Plan  (72 hour - 10 days, in COVID-19 context) was developed",1,yes,,,0,ODK Server,GABON,National,GABON,English,data,15,"Operational Plan  (72 hour - 10 days, in COVID-19 context) was developed"
16,sitrep_pressRelease_template_avail,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,Sitrep & Press Release templates are available,1,yes,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,16,Sitrep & Press Release templates are available
16,sitrep_pressRelease_template_avail,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,Sitrep & Press Release templates are available,1,yes,,,0,ODK Server,GABON,National,GABON,English,data,16,Sitrep & Press Release templates are available
17,bilaterial_crossBorder_mechanism,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,Bilateral cross border mechanism for sharing surveillance data is established between affected & priority countries,0,no,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,17,Bilateral cross border mechanism for sharing surveillance data is established between affected & priority countries
17,bilaterial_crossBorder_mechanism,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,Bilateral cross border mechanism for sharing surveillance data is established between affected & priority countries,1,yes,,,0,ODK Server,GABON,National,GABON,English,data,17,Bilateral cross border mechanism for sharing surveillance data is established between affected & priority countries
18,tabletop_drills_simex,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,Table top/drills/SIMEX to assess functionality of VHF Preparedness was conducted within the last 6 months,1,yes,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,18,Table top/drills/SIMEX to assess functionality of VHF Preparedness was conducted within the last 6 months
18,tabletop_drills_simex,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,Table top/drills/SIMEX to assess functionality of VHF Preparedness was conducted within the last 6 months,0,no,,,0,ODK Server,GABON,National,GABON,English,data,18,Table top/drills/SIMEX to assess functionality of VHF Preparedness was conducted within the last 6 months
19,legal_framework,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,Legal framework to enable streamlined emergency fund transfer from central to sub-national level is in place,1,yes,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,19,Legal framework to enable streamlined emergency fund transfer from central to sub-national level is in place
19,legal_framework,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,Legal framework to enable streamlined emergency fund transfer from central to sub-national level is in place,1,yes,,,0,ODK Server,GABON,National,GABON,English,data,19,Legal framework to enable streamlined emergency fund transfer from central to sub-national level is in place
20,ops_budget_approved,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,Operational budget is finalised & approved for pre-epidemic detection and a preliminary response.,0,no,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,20,Operational budget is finalised & approved for pre-epidemic detection and a preliminary response.
20,ops_budget_approved,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,Operational budget is finalised & approved for pre-epidemic detection and a preliminary response.,1,yes,,,0,ODK Server,GABON,National,GABON,English,data,20,Operational budget is finalised & approved for pre-epidemic detection and a preliminary response.
21,accessable_contingency_fund,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,Accessible contingency funds are identified for immediate response to an outbreak,1,yes,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,21,Accessible contingency funds are identified for immediate response to an outbreak
21,accessable_contingency_fund,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,Accessible contingency funds are identified for immediate response to an outbreak,1,yes,,,0,ODK Server,GABON,National,GABON,English,data,21,Accessible contingency funds are identified for immediate response to an outbreak
22,benefitPackage_highRisk_workers,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,A compensation and benefits package for all high-risk workers covering remuneration and motivation for high-risk assignments and compensation in case of infection or death is available.,0,no,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,22,A compensation and benefits package for all high-risk workers covering remuneration and motivation for high-risk assignments and compensation in case of infection or death is available.
22,benefitPackage_highRisk_workers,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,A compensation and benefits package for all high-risk workers covering remuneration and motivation for high-risk assignments and compensation in case of infection or death is available.,0,no,,,0,ODK Server,GABON,National,GABON,English,data,22,A compensation and benefits package for all high-risk workers covering remuneration and motivation for high-risk assignments and compensation in case of infection or death is available.
23,Resource_mob_plan,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,Resource mobilization plan is available,1,yes,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,23,Resource mobilization plan is available
23,Resource_mob_plan,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,Resource mobilization plan is available,1,yes,,,0,ODK Server,GABON,National,GABON,English,data,23,Resource mobilization plan is available
24,map_domestic_donor_funding,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,Domestic and donor funding sources are mapped,1,yes,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,24,Domestic and donor funding sources are mapped
24,map_domestic_donor_funding,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,Domestic and donor funding sources are mapped,1,yes,,,0,ODK Server,GABON,National,GABON,English,data,24,Domestic and donor funding sources are mapped
25,mechanism_trackFund,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,"Mechanism for tracking Funding, resource utilization & financial reporting is available",1,yes,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,25,"Mechanism for tracking Funding, resource utilization & financial reporting is available"
25,mechanism_trackFund,English,01 - Coordination,01 - Coord,1,10,0.090909,0.400000,0.04000,01 - Coordination,"Mechanism for tracking Funding, resource utilization & financial reporting is available",1,yes,,,0,ODK Server,GABON,National,GABON,English,data,25,"Mechanism for tracking Funding, resource utilization & financial reporting is available"
26,coord_comments,English,Comment,Comment,0,0,0.000000,0.000000,0.00000,Comment,Comments,0,,01 - Coordination:,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,26,Comments
26,coord_comments,English,Comment,Comment,0,0,0.000000,0.000000,0.00000,Comment,Comments,0,,01 - Coordination:,,0,ODK Server,GABON,National,GABON,English,data,26,Comments
27,trained_multidisciplinary_rrt_nat,English,02 - Rapid Response Team,02 - RRT,1,10,0.090909,1.000000,0.10000,02 - Rapid Response Team,Trained multidisciplinary RRT established at the national level with team lead,1,yes,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,27,Trained multidisciplinary RRT established at the national level with team lead
27,trained_multidisciplinary_rrt_nat,English,02 - Rapid Response Team,02 - RRT,1,10,0.090909,1.000000,0.10000,02 - Rapid Response Team,Trained multidisciplinary RRT established at the national level with team lead,1,yes,,,0,ODK Server,GABON,National,GABON,English,data,27,Trained multidisciplinary RRT established at the national level with team lead
28,rrt_roster,English,02 - Rapid Response Team,02 - RRT,1,10,0.090909,1.000000,0.10000,02 - Rapid Response Team,RRT members rostered and contact list generated and disseminated,0,no,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,28,RRT members rostered and contact list generated and disseminated
28,rrt_roster,English,02 - Rapid Response Team,02 - RRT,1,10,0.090909,1.000000,0.10000,02 - Rapid Response Team,RRT members rostered and contact list generated and disseminated,0,no,,,0,ODK Server,GABON,National,GABON,English,data,28,RRT members rostered and contact list generated and disseminated
29,standardized_kits,English,02 - Rapid Response Team,02 - RRT,1,10,0.090909,1.000000,0.10000,02 - Rapid Response Team,"Standardized kits assembled & supplied including contact details, case definition, case investigation forms, SOP, sample collection, labelling and packaging and PPEs",1,yes,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,29,"Standardized kits assembled & supplied including contact details, case definition, case investigation forms, SOP, sample collection, labelling and packaging and PPEs"
29,standardized_kits,English,02 - Rapid Response Team,02 - RRT,1,10,0.090909,1.000000,0.10000,02 - Rapid Response Team,"Standardized kits assembled & supplied including contact details, case definition, case investigation forms, SOP, sample collection, labelling and packaging and PPEs",0,no,,,0,ODK Server,GABON,National,GABON,English,data,29,"Standardized kits assembled & supplied including contact details, case definition, case investigation forms, SOP, sample collection, labelling and packaging and PPEs"
30,Outbreak_template_idsr,English,02 - Rapid Response Team,02 - RRT,1,10,0.090909,1.000000,0.10000,02 - Rapid Response Team,Outbreak template (IDSR) for initial index case investigation report available,1,yes,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,30,Outbreak template (IDSR) for initial index case investigation report available
30,Outbreak_template_idsr,English,02 - Rapid Response Team,02 - RRT,1,10,0.090909,1.000000,0.10000,02 - Rapid Response Team,Outbreak template (IDSR) for initial index case investigation report available,1,yes,,,0,ODK Server,GABON,National,GABON,English,data,30,Outbreak template (IDSR) for initial index case investigation report available
31,funct_transport_mechanism,English,02 - Rapid Response Team,02 - RRT,1,10,0.090909,1.000000,0.10000,02 - Rapid Response Team,Functional transport mechanism & a designated driver is readily available for deployment of RRTs,0,no,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,31,Functional transport mechanism & a designated driver is readily available for deployment of RRTs
31,funct_transport_mechanism,English,02 - Rapid Response Team,02 - RRT,1,10,0.090909,1.000000,0.10000,02 - Rapid Response Team,Functional transport mechanism & a designated driver is readily available for deployment of RRTs,0,no,,,0,ODK Server,GABON,National,GABON,English,data,31,Functional transport mechanism & a designated driver is readily available for deployment of RRTs
32,clear_tor,English,02 - Rapid Response Team,02 - RRT,1,10,0.090909,1.000000,0.10000,02 - Rapid Response Team,"Clear TORs,Operational guidelines, SOPs for the RRT are developed",1,yes,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,32,"Clear TORs,Operational guidelines, SOPs for the RRT are developed"
32,clear_tor,English,02 - Rapid Response Team,02 - RRT,1,10,0.090909,1.000000,0.10000,02 - Rapid Response Team,"Clear TORs,Operational guidelines, SOPs for the RRT are developed",1,yes,,,0,ODK Server,GABON,National,GABON,English,data,32,"Clear TORs,Operational guidelines, SOPs for the RRT are developed"
33,trained_multidisciplinary_rrt_sunNat,English,02 - Rapid Response Team,02 - RRT,1,10,0.090909,1.000000,0.10000,02 - Rapid Response Team,Trained multidisciplinary RRT is established at the sub-national level with team leads,1,yes,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,33,Trained multidisciplinary RRT is established at the sub-national level with team leads
33,trained_multidisciplinary_rrt_sunNat,English,02 - Rapid Response Team,02 - RRT,1,10,0.090909,1.000000,0.10000,02 - Rapid Response Team,Trained multidisciplinary RRT is established at the sub-national level with team leads,1,yes,,,0,ODK Server,GABON,National,GABON,English,data,33,Trained multidisciplinary RRT is established at the sub-national level with team leads
34,subNat_rrt_trained_caseDefinition,English,02 - Rapid Response Team,02 - RRT,1,10,0.090909,1.000000,0.10000,02 - Rapid Response Team,"Sub-national RRTs are trained in case verification & reporting, filling case investigation forms, IPC,  safe sample collection, triple  packaging, labelling and transport, initiating contact tracing & RCCE",1,yes,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,34,"Sub-national RRTs are trained in case verification & reporting, filling case investigation forms, IPC,  safe sample collection, triple  packaging, labelling and transport, initiating contact tracing & RCCE"
34,subNat_rrt_trained_caseDefinition,English,02 - Rapid Response Team,02 - RRT,1,10,0.090909,1.000000,0.10000,02 - Rapid Response Team,"Sub-national RRTs are trained in case verification & reporting, filling case investigation forms, IPC,  safe sample collection, triple  packaging, labelling and transport, initiating contact tracing & RCCE",1,yes,,,0,ODK Server,GABON,National,GABON,English,data,34,"Sub-national RRTs are trained in case verification & reporting, filling case investigation forms, IPC,  safe sample collection, triple  packaging, labelling and transport, initiating contact tracing & RCCE"
35,comm_linkage,English,02 - Rapid Response Team,02 - RRT,1,10,0.090909,1.000000,0.10000,02 - Rapid Response Team,Communication linkage between alert system & RRT are functional,1,yes,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,35,Communication linkage between alert system & RRT are functional
35,comm_linkage,English,02 - Rapid Response Team,02 - RRT,1,10,0.090909,1.000000,0.10000,02 - Rapid Response Team,Communication linkage between alert system & RRT are functional,1,yes,,,0,ODK Server,GABON,National,GABON,English,data,35,Communication linkage between alert system & RRT are functional
36,bimonthly_drills,English,02 - Rapid Response Team,02 - RRT,1,10,0.090909,1.000000,0.10000,02 - Rapid Response Team,Bimonthly refresher drills are planned for RRTs in the event of no case,0,no,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,36,Bimonthly refresher drills are planned for RRTs in the event of no case
36,bimonthly_drills,English,02 - Rapid Response Team,02 - RRT,1,10,0.090909,1.000000,0.10000,02 - Rapid Response Team,Bimonthly refresher drills are planned for RRTs in the event of no case,0,no,,,0,ODK Server,GABON,National,GABON,English,data,36,Bimonthly refresher drills are planned for RRTs in the event of no case
37,rrt_comments,English,Comment,Comment,0,0,0.000000,0.000000,0.00000,Comment,Comments,0,,02 - Rapid Response Team:,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,37,Comments
37,rrt_comments,English,Comment,Comment,0,0,0.000000,0.000000,0.00000,Comment,Comments,0,,02 - Rapid Response Team:,,0,ODK Server,GABON,National,GABON,English,data,37,Comments
38,nat_risk_rcce_strategy,English,03 - Public Awareness and Community Engagement,03 - Awareness,1,10,0.090909,1.250000,0.12500,03 - Public Awareness and Community Engagement,"National Risk Communication & Community Engagement (RCCE ) strategy, workplan, monitoring mechanism and budget was developed",1,yes,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,38,"National Risk Communication & Community Engagement (RCCE ) strategy, workplan, monitoring mechanism and budget was developed"
38,nat_risk_rcce_strategy,English,03 - Public Awareness and Community Engagement,03 - Awareness,1,10,0.090909,1.250000,0.12500,03 - Public Awareness and Community Engagement,"National Risk Communication & Community Engagement (RCCE ) strategy, workplan, monitoring mechanism and budget was developed",0,no,,,0,ODK Server,GABON,National,GABON,English,data,38,"National Risk Communication & Community Engagement (RCCE ) strategy, workplan, monitoring mechanism and budget was developed"
39,nat_rcce_comm_mechanism,English,03 - Public Awareness and Community Engagement,03 - Awareness,1,10,0.090909,1.250000,0.12500,03 - Public Awareness and Community Engagement,"National  RCCE co-ordination mechanism (PH experts, NGOs, community, CSOs)  is established",0,no,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,39,"National  RCCE co-ordination mechanism (PH experts, NGOs, community, CSOs)  is established"
39,nat_rcce_comm_mechanism,English,03 - Public Awareness and Community Engagement,03 - Awareness,1,10,0.090909,1.250000,0.12500,03 - Public Awareness and Community Engagement,"National  RCCE co-ordination mechanism (PH experts, NGOs, community, CSOs)  is established",0,no,,,0,ODK Server,GABON,National,GABON,English,data,39,"National  RCCE co-ordination mechanism (PH experts, NGOs, community, CSOs)  is established"
40,subnat_rcce_comm_mechanism,English,03 - Public Awareness and Community Engagement,03 - Awareness,1,10,0.090909,1.250000,0.12500,03 - Public Awareness and Community Engagement,Sub-national RCCE coordination mechanisms are established in high risk prefectures/districts,0,no,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,40,Sub-national RCCE coordination mechanisms are established in high risk prefectures/districts
40,subnat_rcce_comm_mechanism,English,03 - Public Awareness and Community Engagement,03 - Awareness,1,10,0.090909,1.250000,0.12500,03 - Public Awareness and Community Engagement,Sub-national RCCE coordination mechanisms are established in high risk prefectures/districts,1,yes,,,0,ODK Server,GABON,National,GABON,English,data,40,Sub-national RCCE coordination mechanisms are established in high risk prefectures/districts
41,map_critical_comm_netwrk,English,03 - Public Awareness and Community Engagement,03 - Awareness,1,10,0.090909,1.250000,0.12500,03 - Public Awareness and Community Engagement,Critical communication networks and key influencers at national and sub-national level are mapped,1,yes,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,41,Critical communication networks and key influencers at national and sub-national level are mapped
41,map_critical_comm_netwrk,English,03 - Public Awareness and Community Engagement,03 - Awareness,1,10,0.090909,1.250000,0.12500,03 - Public Awareness and Community Engagement,Critical communication networks and key influencers at national and sub-national level are mapped,1,yes,,,0,ODK Server,GABON,National,GABON,English,data,41,Critical communication networks and key influencers at national and sub-national level are mapped
42,feedback_mechanism,English,03 - Public Awareness and Community Engagement,03 - Awareness,1,10,0.090909,1.250000,0.12500,03 - Public Awareness and Community Engagement,"Feedback mechanisms for capturing and analysing sources of community perspectives (e.g. KAP surveys, socio-anthropological studies, rumour tracking, local media opinion pieces, social media posts etc) are developed",1,yes,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,42,"Feedback mechanisms for capturing and analysing sources of community perspectives (e.g. KAP surveys, socio-anthropological studies, rumour tracking, local media opinion pieces, social media posts etc) are developed"
42,feedback_mechanism,English,03 - Public Awareness and Community Engagement,03 - Awareness,1,10,0.090909,1.250000,0.12500,03 - Public Awareness and Community Engagement,"Feedback mechanisms for capturing and analysing sources of community perspectives (e.g. KAP surveys, socio-anthropological studies, rumour tracking, local media opinion pieces, social media posts etc) are developed",0,no,,,0,ODK Server,GABON,National,GABON,English,data,42,"Feedback mechanisms for capturing and analysing sources of community perspectives (e.g. KAP surveys, socio-anthropological studies, rumour tracking, local media opinion pieces, social media posts etc) are developed"
43,keyMsges_translated,English,03 - Public Awareness and Community Engagement,03 - Awareness,1,10,0.090909,1.250000,0.12500,03 - Public Awareness and Community Engagement,"Key scientifically informed messages are translated & disseminated to  media, HF/CHWs, local government, community leaders, churches,
schools, traditional healers and other key community stakeholders.",0,no,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,43,"Key scientifically informed messages are translated & disseminated to  media, HF/CHWs, local government, community leaders, churches,
schools, traditional healers and other key community stakeholders."
43,keyMsges_translated,English,03 - Public Awareness and Community Engagement,03 - Awareness,1,10,0.090909,1.250000,0.12500,03 - Public Awareness and Community Engagement,"Key scientifically informed messages are translated & disseminated to  media, HF/CHWs, local government, community leaders, churches,
schools, traditional healers and other key community stakeholders.",0,no,,,0,ODK Server,GABON,National,GABON,English,data,43,"Key scientifically informed messages are translated & disseminated to  media, HF/CHWs, local government, community leaders, churches,
schools, traditional healers and other key community stakeholders."
44,key_influencers,English,03 - Public Awareness and Community Engagement,03 - Awareness,1,10,0.090909,1.250000,0.12500,03 - Public Awareness and Community Engagement,"Key influencers (local government, politicians, journalists, community/religious leaders, security forces etc.) are orientated  at community level",1,yes,,,0,ODK Server,CAMEROON,National,CAMEROON,English,data,44,"Key influencers (local government, politicians, journalists, community/religious leaders, security forces etc.) are orientated  at community level"
